# Gene Family	SampleBacterial_Chemotaxis_Abundance-CPM
UniRef50_U2DGC4: Putative CheY-P phosphatase cheX|unclassified	30.9587
UniRef50_UPI000225EDFF: flagellar motor switch protein FliN	30.9367
UniRef50_UPI000225EDFF: flagellar motor switch protein FliN|unclassified	30.9367
UniRef50_Q48GY6: Sugar ABC transporter, periplasmic sugar-binding protein	30.8946
UniRef50_Q48GY6: Sugar ABC transporter, periplasmic sugar-binding protein|unclassified	30.8946
UniRef50_UPI000378C80B: hypothetical protein	30.887
UniRef50_UPI000378C80B: hypothetical protein|unclassified	30.887
UniRef50_UPI0003752AEF: hypothetical protein	30.8583
UniRef50_UPI0003752AEF: hypothetical protein|unclassified	30.8583
UniRef50_UPI000366C632: hypothetical protein, partial	30.7979
UniRef50_UPI000366C632: hypothetical protein, partial|unclassified	30.7979
UniRef50_UPI000364B97F: hypothetical protein	30.5768
UniRef50_UPI000364B97F: hypothetical protein|unclassified	30.5768
UniRef50_UPI0003624AF4: hypothetical protein	30.5707
UniRef50_UPI0003624AF4: hypothetical protein|unclassified	30.5707
UniRef50_UPI0002894C4B: chemotaxis protein CheR	30.5696
UniRef50_UPI0002894C4B: chemotaxis protein CheR|unclassified	30.5696
UniRef50_UPI000479E998: hypothetical protein	30.4832
UniRef50_UPI000479E998: hypothetical protein|unclassified	30.4832
UniRef50_UPI000248829E: multi-sensor hybrid histidine kinase, partial	30.4731
UniRef50_UPI000248829E: multi-sensor hybrid histidine kinase, partial|unclassified	30.4731
UniRef50_UPI000404A632: hypothetical protein	30.4269
UniRef50_UPI000404A632: hypothetical protein|unclassified	30.4269
UniRef50_UPI0003720EFE: hypothetical protein	30.422
UniRef50_UPI0003720EFE: hypothetical protein|unclassified	30.422
UniRef50_UPI00036303B9: hypothetical protein	30.3674
UniRef50_UPI00036303B9: hypothetical protein|unclassified	30.3674
UniRef50_C7REM6: Periplasmic binding protein/LacI transcriptional regulator	30.3556
UniRef50_C7REM6: Periplasmic binding protein/LacI transcriptional regulator|unclassified	30.3556
UniRef50_UPI000368EE5B: hypothetical protein	30.2782
UniRef50_UPI000368EE5B: hypothetical protein|unclassified	30.2782
UniRef50_K6U363	30.2656
UniRef50_K6U363|unclassified	30.2656
UniRef50_UPI00038068B1: hypothetical protein	30.0773
UniRef50_UPI00038068B1: hypothetical protein|unclassified	30.0773
UniRef50_UPI000255F17A: hypothetical protein	30.0338
UniRef50_UPI000255F17A: hypothetical protein|unclassified	30.0338
UniRef50_Q4C236	29.9805
UniRef50_Q4C236|unclassified	29.9805
UniRef50_UPI0004695C3E: hypothetical protein	29.9762
UniRef50_UPI0004695C3E: hypothetical protein|unclassified	29.9762
UniRef50_UPI000288BDB2: flagellar motor switch protein FliG	29.9749
UniRef50_UPI000288BDB2: flagellar motor switch protein FliG|unclassified	29.9749
UniRef50_UPI000395AA65: chemotaxis protein CheY	29.8785
UniRef50_UPI000395AA65: chemotaxis protein CheY|unclassified	29.8785
UniRef50_UPI000479D53B: chemotaxis protein	29.6523
UniRef50_UPI000479D53B: chemotaxis protein|unclassified	29.6523
UniRef50_E0S284: Sugar ABC transporter substrate-binding protein	29.6402
UniRef50_E0S284: Sugar ABC transporter substrate-binding protein|unclassified	29.6402
UniRef50_UPI00034CF958: hypothetical protein	29.6335
UniRef50_UPI00034CF958: hypothetical protein|unclassified	29.6335
UniRef50_UPI0002D588EE: hypothetical protein	29.4634
UniRef50_UPI0002D588EE: hypothetical protein|unclassified	29.4634
UniRef50_UPI000380F7AF: hypothetical protein	29.4475
UniRef50_UPI000380F7AF: hypothetical protein|unclassified	29.4475
UniRef50_UPI0004193DB1: chemotaxis protein CheY	29.3704
UniRef50_UPI0004193DB1: chemotaxis protein CheY|unclassified	29.3704
UniRef50_Q2W334	29.361
UniRef50_Q2W334|unclassified	29.361
UniRef50_F3CH50: Methyl-accepting chemotaxis protein (Fragment)	29.3426
UniRef50_F3CH50: Methyl-accepting chemotaxis protein (Fragment)|unclassified	29.3426
UniRef50_UPI000379410F: hypothetical protein	29.3168
UniRef50_UPI000379410F: hypothetical protein|unclassified	29.3168
UniRef50_A0A011MRQ9	29.2687
UniRef50_A0A011MRQ9|unclassified	29.2687
UniRef50_I0I5X4: Ribose ABC transporter substrate binding protein	29.2483
UniRef50_I0I5X4: Ribose ABC transporter substrate binding protein|unclassified	29.2483
UniRef50_UPI0003705076: hypothetical protein	29.2129
UniRef50_UPI0003705076: hypothetical protein|unclassified	29.2129
UniRef50_B2S3D7: Methylgalactoside ABC transporter, periplasmic galactose-binding protein	29.1564
UniRef50_B2S3D7: Methylgalactoside ABC transporter, periplasmic galactose-binding protein|unclassified	29.1564
UniRef50_UPI00020DB0E7: computationally designed four-helix bundle pr	29.074
UniRef50_UPI00020DB0E7: computationally designed four-helix bundle pr|unclassified	29.074
UniRef50_R5TDC7: Galactose ABC transporter periplasmic galactose-binding protein	28.9534
UniRef50_R5TDC7: Galactose ABC transporter periplasmic galactose-binding protein|unclassified	28.9534
UniRef50_K1RJ95: Galactose-binding periplasmic protein (Fragment)	28.938
UniRef50_K1RJ95: Galactose-binding periplasmic protein (Fragment)|unclassified	28.938
UniRef50_UPI0003632A72: hypothetical protein	28.8581
UniRef50_UPI0003632A72: hypothetical protein|unclassified	28.8581
UniRef50_UPI0003473CB5: hypothetical protein	28.7684
UniRef50_UPI0003473CB5: hypothetical protein|unclassified	28.7684
UniRef50_UPI0002F037C2: hypothetical protein	28.6534
UniRef50_UPI0002F037C2: hypothetical protein|unclassified	28.6534
UniRef50_UPI00039410F1: chemotaxis protein	28.5674
UniRef50_UPI00039410F1: chemotaxis protein|unclassified	28.5674
UniRef50_UPI0003B36EE6: chemotaxis protein CheR	28.3236
UniRef50_UPI0003B36EE6: chemotaxis protein CheR|unclassified	28.3236
UniRef50_UPI0003018B13: hypothetical protein	28.1348
UniRef50_UPI0003018B13: hypothetical protein|unclassified	28.1348
UniRef50_B1XW79: Anti-sigma-factor antagonist	28.0196
UniRef50_B1XW79: Anti-sigma-factor antagonist|unclassified	28.0196
UniRef50_UPI000361C44E: hypothetical protein	27.8697
UniRef50_UPI000361C44E: hypothetical protein|unclassified	27.8697
UniRef50_UPI00028904E4: two-component response regulator	27.8654
UniRef50_UPI00028904E4: two-component response regulator|unclassified	27.8654
UniRef50_UPI00034D0A26: hypothetical protein	27.8444
UniRef50_UPI00034D0A26: hypothetical protein|unclassified	27.8444
UniRef50_UPI00036A8944: hypothetical protein	27.701
UniRef50_UPI00036A8944: hypothetical protein|unclassified	27.701
UniRef50_UPI000475D375: hypothetical protein, partial	27.5886
UniRef50_UPI000475D375: hypothetical protein, partial|unclassified	27.5886
UniRef50_A0A028PA32: Sugar ABC transporter	27.5809
UniRef50_A0A028PA32: Sugar ABC transporter|unclassified	27.5809
UniRef50_UPI000472411C: hypothetical protein	27.5546
UniRef50_UPI000472411C: hypothetical protein|unclassified	27.5546
UniRef50_UPI0003B4276A: methyl-accepting chemotaxis protein	27.5377
UniRef50_UPI0003B4276A: methyl-accepting chemotaxis protein|unclassified	27.5377
UniRef50_A0A015MGR5: Chemotaxis protein CheC	27.4443
UniRef50_A0A015MGR5: Chemotaxis protein CheC|unclassified	27.4443
UniRef50_UPI00037C9B22: hypothetical protein	27.4236
UniRef50_UPI00037C9B22: hypothetical protein|unclassified	27.4236
UniRef50_X0X6Y4: Marine sediment metagenome DNA, contig: S01H1_S33894 (Fragment)	27.421
UniRef50_X0X6Y4: Marine sediment metagenome DNA, contig: S01H1_S33894 (Fragment)|unclassified	27.421
UniRef50_D7HZH4: Sugar ABC transporter, periplasmic sugar-binding protein	27.3434
UniRef50_D7HZH4: Sugar ABC transporter, periplasmic sugar-binding protein|unclassified	27.3434
UniRef50_B5EW35	27.3408
UniRef50_B5EW35|unclassified	27.3408
UniRef50_UPI000289C468: chemotaxis signal transduction protein	27.1598
UniRef50_UPI000289C468: chemotaxis signal transduction protein|unclassified	27.1598
UniRef50_F1VX95	27.0699
UniRef50_F1VX95|unclassified	27.0699
UniRef50_U3TQX1	26.9986
UniRef50_U3TQX1|unclassified	26.9986
UniRef50_UPI00037DE931: hypothetical protein	26.9852
UniRef50_UPI00037DE931: hypothetical protein|unclassified	26.9852
UniRef50_UPI000462684F: chemotaxis protein, partial	26.8885
UniRef50_UPI000462684F: chemotaxis protein, partial|unclassified	26.8885
UniRef50_A0A037ZKY2	26.887
UniRef50_A0A037ZKY2|unclassified	26.887
UniRef50_W1Y2P7: Methyl-accepting chemotaxis sensory transducer (Fragment)	26.8787
UniRef50_W1Y2P7: Methyl-accepting chemotaxis sensory transducer (Fragment)|unclassified	26.8787
UniRef50_UPI000475BD59: hypothetical protein, partial	26.7248
UniRef50_UPI000475BD59: hypothetical protein, partial|unclassified	26.7248
UniRef50_UPI0002EE0684: hypothetical protein	26.6974
UniRef50_UPI0002EE0684: hypothetical protein|unclassified	26.6974
UniRef50_UPI0003B5B329: MULTISPECIES: flagellar motor switch protein FliN	26.673
UniRef50_UPI0003B5B329: MULTISPECIES: flagellar motor switch protein FliN|unclassified	26.673
UniRef50_UPI0003A21E3E: chemotaxis protein CheB	26.6613
UniRef50_UPI0003A21E3E: chemotaxis protein CheB|unclassified	26.6613
UniRef50_UPI00046AC42A: hypothetical protein	26.6598
UniRef50_UPI00046AC42A: hypothetical protein|unclassified	26.6598
UniRef50_N9XKZ0	26.5752
UniRef50_N9XKZ0|unclassified	26.5752
UniRef50_G2G2G2: Periplasmic binding s and sugar binding domain of the LacI family protein	26.5336
UniRef50_G2G2G2: Periplasmic binding s and sugar binding domain of the LacI family protein|unclassified	26.5336
UniRef50_O58228	26.525
UniRef50_O58228|unclassified	26.525
UniRef50_U5MR09: Inhibitor of MCP methylation	26.5244
UniRef50_U5MR09: Inhibitor of MCP methylation|unclassified	26.5244
UniRef50_UPI0000165EF3: CheA-related protein	26.4798
UniRef50_UPI0000165EF3: CheA-related protein|unclassified	26.4798
UniRef50_UPI00036CB690: hypothetical protein	26.427
UniRef50_UPI00036CB690: hypothetical protein|unclassified	26.427
UniRef50_UPI000414FBEF: hypothetical protein	26.3869
UniRef50_UPI000414FBEF: hypothetical protein|unclassified	26.3869
UniRef50_UPI000287C15E: methyl-accepting chemotaxis sensory transducer	26.3641
UniRef50_UPI000287C15E: methyl-accepting chemotaxis sensory transducer|unclassified	26.3641
UniRef50_UPI00037BD5F4: hypothetical protein	26.3276
UniRef50_UPI00037BD5F4: hypothetical protein|unclassified	26.3276
UniRef50_UPI0001BF6FB1: hypothetical protein SMAC_10706, partial	26.3213
UniRef50_UPI0001BF6FB1: hypothetical protein SMAC_10706, partial|unclassified	26.3213
UniRef50_UPI0004291987: histidine kinase	26.3074
UniRef50_UPI0004291987: histidine kinase|unclassified	26.3074
UniRef50_K2RQQ7: Methyl-accepting chemotaxis protein	26.3065
UniRef50_K2RQQ7: Methyl-accepting chemotaxis protein|unclassified	26.3065
UniRef50_UPI00046F1475: transcriptional regulator, partial	26.2089
UniRef50_UPI00046F1475: transcriptional regulator, partial|unclassified	26.2089
UniRef50_UPI00046D85E1: hypothetical protein	26.1318
UniRef50_UPI00046D85E1: hypothetical protein|unclassified	26.1318
UniRef50_UPI0004657C19: hypothetical protein	26.0946
UniRef50_UPI0004657C19: hypothetical protein|unclassified	26.0946
UniRef50_UPI000371498A: hypothetical protein	25.9721
UniRef50_UPI000371498A: hypothetical protein|unclassified	25.9721
UniRef50_V4JVZ8	25.8861
UniRef50_V4JVZ8|unclassified	25.8861
UniRef50_I3CKC5: Cache domain protein	25.8012
UniRef50_I3CKC5: Cache domain protein|unclassified	25.8012
UniRef50_UPI00035D4850: MULTISPECIES: hypothetical protein	25.7707
UniRef50_UPI00035D4850: MULTISPECIES: hypothetical protein|unclassified	25.7707
UniRef50_E0U9W6: BRCT domain protein	25.6835
UniRef50_E0U9W6: BRCT domain protein|unclassified	25.6835
UniRef50_UPI0003B74ADF: sugar ABC transporter substrate-binding protein	25.6122
UniRef50_UPI0003B74ADF: sugar ABC transporter substrate-binding protein|unclassified	25.6122
UniRef50_UPI00037C10A2: hypothetical protein	25.6118
UniRef50_UPI00037C10A2: hypothetical protein|unclassified	25.6118
UniRef50_A0A011R3S0: Ribose and galactose chemoreceptor protein	25.5656
UniRef50_A0A011R3S0: Ribose and galactose chemoreceptor protein|unclassified	25.5656
UniRef50_C5BCK2: Competence protein ComEA, helix-hairpin-helix repeat region	25.5153
UniRef50_C5BCK2: Competence protein ComEA, helix-hairpin-helix repeat region|unclassified	25.5153
UniRef50_UPI0003B4365C: histidine kinase	25.4709
UniRef50_UPI0003B4365C: histidine kinase|unclassified	25.4709
UniRef50_A0A011RZC5	25.4152
UniRef50_A0A011RZC5|unclassified	25.4152
UniRef50_UPI0003A7D5BE: chemotaxis protein CheW	25.3666
UniRef50_UPI0003A7D5BE: chemotaxis protein CheW|unclassified	25.3666
UniRef50_UPI00037FB1E5: hypothetical protein	25.3318
UniRef50_UPI00037FB1E5: hypothetical protein|unclassified	25.3318
UniRef50_UPI0003474FE3: twitching motility protein	25.2086
UniRef50_UPI0003474FE3: twitching motility protein|unclassified	25.2086
UniRef50_UPI000379A813: hypothetical protein	25.1766
UniRef50_UPI000379A813: hypothetical protein|unclassified	25.1766
UniRef50_UPI0003466EBD: hypothetical protein	25.174
UniRef50_UPI0003466EBD: hypothetical protein|unclassified	25.174
UniRef50_UPI0003603FCC: hypothetical protein	25.1567
UniRef50_UPI0003603FCC: hypothetical protein|unclassified	25.1567
UniRef50_UPI000476DED6: hypothetical protein, partial	25.1454
UniRef50_UPI000476DED6: hypothetical protein, partial|unclassified	25.1454
UniRef50_UPI00036A2D7E: hypothetical protein, partial	25.0201
UniRef50_UPI00036A2D7E: hypothetical protein, partial|unclassified	25.0201
UniRef50_UPI00036C7D75: rhizopine-binding protein	25.0192
UniRef50_UPI00036C7D75: rhizopine-binding protein|unclassified	25.0192
UniRef50_UPI00046FAD5D: hypothetical protein	24.9861
UniRef50_UPI00046FAD5D: hypothetical protein|unclassified	24.9861
UniRef50_UPI00037D85EE: hypothetical protein	24.9858
UniRef50_UPI00037D85EE: hypothetical protein|unclassified	24.9858
UniRef50_D4KJ65: Monosaccharide ABC transporter substrate-binding protein, CUT2 family (TC 3.A.1.2.-)	24.9299
UniRef50_D4KJ65: Monosaccharide ABC transporter substrate-binding protein, CUT2 family (TC 3.A.1.2.-)|unclassified	24.9299
UniRef50_X1LJ93: Marine sediment metagenome DNA, contig: S06H3_L02879 (Fragment)	24.9142
UniRef50_X1LJ93: Marine sediment metagenome DNA, contig: S06H3_L02879 (Fragment)|unclassified	24.9142
UniRef50_M2VDT6: Methyl-accepting chemotaxis protein	24.9058
UniRef50_M2VDT6: Methyl-accepting chemotaxis protein|unclassified	24.9058
UniRef50_UPI0003B416C3: chemotaxis protein CheA, partial	24.8869
UniRef50_UPI0003B416C3: chemotaxis protein CheA, partial|unclassified	24.8869
UniRef50_UPI00047BF8C6: chemotaxis protein	24.8391
UniRef50_UPI00047BF8C6: chemotaxis protein|unclassified	24.8391
UniRef50_UPI0004758B33: hypothetical protein	24.6825
UniRef50_UPI0004758B33: hypothetical protein|unclassified	24.6825
UniRef50_UPI0004665603: hypothetical protein, partial	24.6743
UniRef50_UPI0004665603: hypothetical protein, partial|unclassified	24.6743
UniRef50_Q2CJV7: Putative rhizopine uptake ABC transporter periplasmic solute-binding protein	24.668
UniRef50_Q2CJV7: Putative rhizopine uptake ABC transporter periplasmic solute-binding protein|unclassified	24.668
UniRef50_R7CBF7: CheC domain protein	24.6077
UniRef50_R7CBF7: CheC domain protein|unclassified	24.6077
UniRef50_UPI000379C3F9: hypothetical protein	24.5476
UniRef50_UPI000379C3F9: hypothetical protein|unclassified	24.5476
UniRef50_UPI000478CE92: hypothetical protein	24.4573
UniRef50_UPI000478CE92: hypothetical protein|unclassified	24.4573
UniRef50_S5K2F0: Flagellar motor switch protein FliN	24.4425
UniRef50_S5K2F0: Flagellar motor switch protein FliN|unclassified	24.4425
UniRef50_UPI000367CFE0: hypothetical protein	24.42
UniRef50_UPI000367CFE0: hypothetical protein|unclassified	24.42
UniRef50_UPI00036C6F6F: hypothetical protein, partial	24.4159
UniRef50_UPI00036C6F6F: hypothetical protein, partial|unclassified	24.4159
UniRef50_X0XB87: Marine sediment metagenome DNA, contig: S01H1_S25496 (Fragment)	24.4116
UniRef50_X0XB87: Marine sediment metagenome DNA, contig: S01H1_S25496 (Fragment)|unclassified	24.4116
UniRef50_W9TGL1: Response regulator	24.3873
UniRef50_W9TGL1: Response regulator|unclassified	24.3873
UniRef50_UPI00035D9CF4: hypothetical protein	24.3778
UniRef50_UPI00035D9CF4: hypothetical protein|unclassified	24.3778
UniRef50_UPI0003AA7F49: chemotaxis protein CheA	24.2449
UniRef50_UPI0003AA7F49: chemotaxis protein CheA|unclassified	24.2449
UniRef50_UPI0003725F4F: hypothetical protein, partial	24.2173
UniRef50_UPI0003725F4F: hypothetical protein, partial|unclassified	24.2173
UniRef50_F5WTQ8: D-galactose-binding periplasmic protein	24.2062
UniRef50_F5WTQ8: D-galactose-binding periplasmic protein|unclassified	24.2062
UniRef50_UPI00036BB09F: hypothetical protein	24.1866
UniRef50_UPI00036BB09F: hypothetical protein|unclassified	24.1866
UniRef50_UPI00037B05B8: hypothetical protein	24.1351
UniRef50_UPI00037B05B8: hypothetical protein|unclassified	24.1351
UniRef50_UPI000472D7A0: hypothetical protein	23.9532
UniRef50_UPI000472D7A0: hypothetical protein|unclassified	23.9532
UniRef50_UPI00046EDD9F: histidine kinase	23.9006
UniRef50_UPI00046EDD9F: histidine kinase|unclassified	23.9006
UniRef50_UPI0002D832E2: hypothetical protein	23.872
UniRef50_UPI0002D832E2: hypothetical protein|unclassified	23.872
UniRef50_UPI00047465A5: histidine kinase, partial	23.8584
UniRef50_UPI00047465A5: histidine kinase, partial|unclassified	23.8584
UniRef50_V4J2T2	23.8414
UniRef50_V4J2T2|unclassified	23.8414
UniRef50_UPI000310E313: hypothetical protein	23.8133
UniRef50_UPI000310E313: hypothetical protein|unclassified	23.8133
UniRef50_R9BUD5: D-galactose-binding periplasmic protein	23.7953
UniRef50_R9BUD5: D-galactose-binding periplasmic protein|unclassified	23.7953
UniRef50_UPI0002630909: methyl-accepting chemotaxis protein, partial	23.7925
UniRef50_UPI0002630909: methyl-accepting chemotaxis protein, partial|unclassified	23.7925
UniRef50_UPI0004644F23: hypothetical protein	23.7597
UniRef50_UPI0004644F23: hypothetical protein|unclassified	23.7597
UniRef50_F3GH83: Sugar ABC transporter periplasmic sugar-binding protein	23.7518
UniRef50_F3GH83: Sugar ABC transporter periplasmic sugar-binding protein|unclassified	23.7518
UniRef50_U5SDH4: D-ribose transporter subunit RbsB	23.6708
UniRef50_U5SDH4: D-ribose transporter subunit RbsB|unclassified	23.6708
UniRef50_F9TJ74: Methyl-accepting chemotaxis protein (Fragment)	23.6453
UniRef50_F9TJ74: Methyl-accepting chemotaxis protein (Fragment)|unclassified	23.6453
UniRef50_UPI00016C3A67: PAS/PAC sensor hybrid histidine kinase	23.5512
UniRef50_UPI00016C3A67: PAS/PAC sensor hybrid histidine kinase|unclassified	23.5512
UniRef50_F0KDE7: Periplasmic sugar-binding protein	23.4322
UniRef50_F0KDE7: Periplasmic sugar-binding protein|unclassified	23.4322
UniRef50_UPI000365A608: hypothetical protein, partial	23.4302
UniRef50_UPI000365A608: hypothetical protein, partial|unclassified	23.4302
UniRef50_D5RIN9: Cache domain protein (Fragment)	23.3968
UniRef50_D5RIN9: Cache domain protein (Fragment)|unclassified	23.3968
UniRef50_UPI00036A9F0B: hypothetical protein	23.3186
UniRef50_UPI00036A9F0B: hypothetical protein|unclassified	23.3186
UniRef50_UPI00035C1F9A: hypothetical protein	23.2783
UniRef50_UPI00035C1F9A: hypothetical protein|unclassified	23.2783
UniRef50_UPI000379B1EF: hypothetical protein	23.2393
UniRef50_UPI000379B1EF: hypothetical protein|unclassified	23.2393
UniRef50_B2J7A7: Periplasmic binding protein/LacI transcriptional regulator	23.2386
UniRef50_B2J7A7: Periplasmic binding protein/LacI transcriptional regulator|unclassified	23.2386
UniRef50_UPI000373EF1B: hypothetical protein	23.1822
UniRef50_UPI000373EF1B: hypothetical protein|unclassified	23.1822
UniRef50_UPI00037D8232: hypothetical protein	23.1428
UniRef50_UPI00037D8232: hypothetical protein|unclassified	23.1428
UniRef50_UPI0003B33F76: hypothetical protein	23.0915
UniRef50_UPI0003B33F76: hypothetical protein|unclassified	23.0915
UniRef50_Q4C235	23.0141
UniRef50_Q4C235|unclassified	23.0141
UniRef50_K1X678	22.9639
UniRef50_K1X678|unclassified	22.9639
UniRef50_R7HWC3: Chemotaxis protein CheX	22.944
UniRef50_R7HWC3: Chemotaxis protein CheX|unclassified	22.944
UniRef50_UPI000374A0AA: hypothetical protein	22.8583
UniRef50_UPI000374A0AA: hypothetical protein|unclassified	22.8583
UniRef50_UPI0004765D37: hypothetical protein, partial	22.8308
UniRef50_UPI0004765D37: hypothetical protein, partial|unclassified	22.8308
UniRef50_U2KK15: Putative chemotaxis protein CheX	22.7638
UniRef50_U2KK15: Putative chemotaxis protein CheX|unclassified	22.7638
UniRef50_UPI000299D43A: hybrid histidine kinase	22.7279
UniRef50_UPI000299D43A: hybrid histidine kinase|unclassified	22.7279
UniRef50_UPI00036A9F6A: flagellar motor switch protein FliM	22.7124
UniRef50_UPI00036A9F6A: flagellar motor switch protein FliM|unclassified	22.7124
UniRef50_F8GXT8: Methyl-accepting chemotaxis protein I	22.6547
UniRef50_F8GXT8: Methyl-accepting chemotaxis protein I|unclassified	22.6547
UniRef50_A0A011RP77	22.6075
UniRef50_A0A011RP77|unclassified	22.6075
UniRef50_R6F7H8: Sugar ABC transporter substrate-binding protein	22.6073
UniRef50_R6F7H8: Sugar ABC transporter substrate-binding protein|unclassified	22.6073
UniRef50_I5C2T2: Periplasmic binding protein/LacI transcriptional regulator	22.486
UniRef50_I5C2T2: Periplasmic binding protein/LacI transcriptional regulator|unclassified	22.486
UniRef50_E1EAZ5: Methyl-accepting chemotaxis protein	22.4598
UniRef50_E1EAZ5: Methyl-accepting chemotaxis protein|unclassified	22.4598
UniRef50_UPI00047DE809: hypothetical protein	22.4372
UniRef50_UPI00047DE809: hypothetical protein|unclassified	22.4372
UniRef50_UPI0002EF1304: hypothetical protein	22.3482
UniRef50_UPI0002EF1304: hypothetical protein|unclassified	22.3482
UniRef50_UPI00046381AE: hypothetical protein	22.331
UniRef50_UPI00046381AE: hypothetical protein|unclassified	22.331
UniRef50_A0A011Q2P7	22.2855
UniRef50_A0A011Q2P7|unclassified	22.2855
UniRef50_UPI0003B3B6A3: hypothetical protein	22.2119
UniRef50_UPI0003B3B6A3: hypothetical protein|unclassified	22.2119
UniRef50_W1XFV0: Methyl-accepting chemotaxis sensory transducer (Fragment)	22.1454
UniRef50_W1XFV0: Methyl-accepting chemotaxis sensory transducer (Fragment)|unclassified	22.1454
UniRef50_Q11HX5: Monosaccharide ABC transporter substrate-binding protein, CUT2 family	22.1444
UniRef50_Q11HX5: Monosaccharide ABC transporter substrate-binding protein, CUT2 family|unclassified	22.1444
UniRef50_UPI00037A2DC4: hypothetical protein	22.1062
UniRef50_UPI00037A2DC4: hypothetical protein|unclassified	22.1062
UniRef50_A8V419	22.0794
UniRef50_A8V419|unclassified	22.0794
UniRef50_UPI000299D13C: atypical hybrid histidine kinase	22.0585
UniRef50_UPI000299D13C: atypical hybrid histidine kinase|unclassified	22.0585
UniRef50_UPI0003FA8F5C: hypothetical protein	22.0505
UniRef50_UPI0003FA8F5C: hypothetical protein|unclassified	22.0505
UniRef50_UPI0003828FD9: hypothetical protein, partial	22.0448
UniRef50_UPI0003828FD9: hypothetical protein, partial|unclassified	22.0448
UniRef50_C7QJZ0: Periplasmic binding protein/LacI transcriptional regulator	21.8209
UniRef50_C7QJZ0: Periplasmic binding protein/LacI transcriptional regulator|unclassified	21.8209
UniRef50_UPI0003B3A31D: diguanylate cyclase	21.8165
UniRef50_UPI0003B3A31D: diguanylate cyclase|unclassified	21.8165
UniRef50_UPI0001745063: ArsR family transcriptional regulator	21.8061
UniRef50_UPI0001745063: ArsR family transcriptional regulator|unclassified	21.8061
UniRef50_W1YTU3	21.7953
UniRef50_W1YTU3|unclassified	21.7953
UniRef50_UPI00036281D8: hypothetical protein	21.78
UniRef50_UPI00036281D8: hypothetical protein|unclassified	21.78
UniRef50_UPI000476A0ED: sugar ABC transporter substrate-binding protein	21.7256
UniRef50_UPI000476A0ED: sugar ABC transporter substrate-binding protein|unclassified	21.7256
UniRef50_UPI00037DFBE2: hypothetical protein	21.7096
UniRef50_UPI00037DFBE2: hypothetical protein|unclassified	21.7096
UniRef50_UPI0004785795: D-ribose transporter subunit RbsB	21.6763
UniRef50_UPI0004785795: D-ribose transporter subunit RbsB|unclassified	21.6763
UniRef50_UPI00047B8046: hypothetical protein, partial	21.6573
UniRef50_UPI00047B8046: hypothetical protein, partial|unclassified	21.6573
UniRef50_UPI00047E7761: hypothetical protein	21.6197
UniRef50_UPI00047E7761: hypothetical protein|unclassified	21.6197
UniRef50_UPI000382417D: hypothetical protein	21.5951
UniRef50_UPI000382417D: hypothetical protein|unclassified	21.5951
UniRef50_E2QET5: Ribose ABC transporter	21.5233
UniRef50_E2QET5: Ribose ABC transporter|unclassified	21.5233
UniRef50_T2GEJ8: Putative CheC domain protein	21.4282
UniRef50_T2GEJ8: Putative CheC domain protein|unclassified	21.4282
UniRef50_UPI0003673171: hypothetical protein	21.3198
UniRef50_UPI0003673171: hypothetical protein|unclassified	21.3198
UniRef50_UPI000371926D: hypothetical protein	21.3009
UniRef50_UPI000371926D: hypothetical protein|unclassified	21.3009
UniRef50_UPI00036A32AC: hypothetical protein	21.2987
UniRef50_UPI00036A32AC: hypothetical protein|unclassified	21.2987
UniRef50_UPI00047B8D00: hypothetical protein	21.2907
UniRef50_UPI00047B8D00: hypothetical protein|unclassified	21.2907
UniRef50_UPI00016B18EB: chemotaxis protein	21.2582
UniRef50_UPI00016B18EB: chemotaxis protein|unclassified	21.2582
UniRef50_UPI00041F6A69: hypothetical protein	21.2539
UniRef50_UPI00041F6A69: hypothetical protein|unclassified	21.2539
UniRef50_I0I8I2: Ribose ABC transporter substrate binding protein	21.2292
UniRef50_I0I8I2: Ribose ABC transporter substrate binding protein|unclassified	21.2292
UniRef50_UPI0003765045: MULTISPECIES: hypothetical protein	21.1961
UniRef50_UPI0003765045: MULTISPECIES: hypothetical protein|unclassified	21.1961
UniRef50_UPI00047832C4: hypothetical protein, partial	21.1739
UniRef50_UPI00047832C4: hypothetical protein, partial|unclassified	21.1739
UniRef50_UPI00036A6052: hypothetical protein	21.1726
UniRef50_UPI00036A6052: hypothetical protein|unclassified	21.1726
UniRef50_UPI00047D2382: hypothetical protein	21.105
UniRef50_UPI00047D2382: hypothetical protein|unclassified	21.105
UniRef50_UPI00047C1A57: hypothetical protein	21.0798
UniRef50_UPI00047C1A57: hypothetical protein|unclassified	21.0798
UniRef50_UPI0004718573: hypothetical protein, partial	21.0635
UniRef50_UPI0004718573: hypothetical protein, partial|unclassified	21.0635
UniRef50_UPI00016C38B8: chemotaxis-specific methylesterase	21.0109
UniRef50_UPI00016C38B8: chemotaxis-specific methylesterase|unclassified	21.0109
UniRef50_UPI00016C38B7: CheA chemotaxis protein	20.9067
UniRef50_UPI00016C38B7: CheA chemotaxis protein|unclassified	20.9067
UniRef50_UPI000373D988: methyl-accepting chemotaxis protein	20.8972
UniRef50_UPI000373D988: methyl-accepting chemotaxis protein|unclassified	20.8972
UniRef50_UPI0003745B5F: hypothetical protein	20.8901
UniRef50_UPI0003745B5F: hypothetical protein|unclassified	20.8901
