# Gene Family	SampleArginine_Biosynthesis_extended_Abundance-CPM
UniRef50_UPI0004735D07: hypothetical protein, partial|unclassified	370.905
UniRef50_UPI00036D4645: hypothetical protein	370.584
UniRef50_UPI00036D4645: hypothetical protein|unclassified	370.584
UniRef50_UPI000474AC28: hypothetical protein, partial	370.251
UniRef50_UPI000474AC28: hypothetical protein, partial|unclassified	370.251
UniRef50_UPI0002B467AC: PREDICTED: argininosuccinate synthase-like	369.307
UniRef50_UPI0002B467AC: PREDICTED: argininosuccinate synthase-like|unclassified	369.307
UniRef50_UPI00035FEE73: hypothetical protein, partial	367.573
UniRef50_UPI00035FEE73: hypothetical protein, partial|unclassified	367.573
UniRef50_UPI0003B3F73E: ornithine carbamoyltransferase	367.086
UniRef50_UPI0003B3F73E: ornithine carbamoyltransferase|unclassified	367.086
UniRef50_UPI000369A71A: hypothetical protein, partial	365.242
UniRef50_UPI000369A71A: hypothetical protein, partial|unclassified	365.242
UniRef50_UPI00021A5F2B: PREDICTED: n-acetyl-gamma-glutamyl-phosphate reductase 2-like	364.412
UniRef50_UPI00021A5F2B: PREDICTED: n-acetyl-gamma-glutamyl-phosphate reductase 2-like|unclassified	364.412
UniRef50_B9KZP8: N-acetyl-gamma-glutamyl-phosphate reductase	364.283
UniRef50_B9KZP8: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	364.283
UniRef50_UPI00036C4733: hypothetical protein	361.959
UniRef50_UPI00036C4733: hypothetical protein|unclassified	361.959
UniRef50_C0QYU7: N-acetyl-gamma-glutamyl-phosphate reductase	360.88
UniRef50_C0QYU7: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	360.88
UniRef50_UPI0004731710: hypothetical protein	358.691
UniRef50_UPI0004731710: hypothetical protein|unclassified	358.691
UniRef50_A8FBW1: Acetylglutamate kinase	356.706
UniRef50_A8FBW1: Acetylglutamate kinase|unclassified	356.706
UniRef50_UPI00030D7BC7: hypothetical protein	352.83
UniRef50_UPI00030D7BC7: hypothetical protein|unclassified	352.83
UniRef50_Q5FGD5: N-acetyl-gamma-glutamyl-phosphate reductase	349.682
UniRef50_Q5FGD5: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	349.682
UniRef50_UPI0003819E68: hypothetical protein	348.81
UniRef50_UPI0003819E68: hypothetical protein|unclassified	348.81
UniRef50_UPI0003755CB0: hypothetical protein	348.017
UniRef50_UPI0003755CB0: hypothetical protein|unclassified	348.017
UniRef50_UPI0003B4E869: hypothetical protein	347.814
UniRef50_UPI0003B4E869: hypothetical protein|unclassified	347.814
UniRef50_UPI0004283D17: hypothetical protein	346.817
UniRef50_UPI0004283D17: hypothetical protein|unclassified	346.817
UniRef50_P0DJQ6: Arginine biosynthesis bifunctional protein ArgJ 3	346.776
UniRef50_P0DJQ6: Arginine biosynthesis bifunctional protein ArgJ 3|unclassified	346.776
UniRef50_UPI000469E69D: succinyl-diaminopimelate desuccinylase	346.565
UniRef50_UPI000469E69D: succinyl-diaminopimelate desuccinylase|unclassified	346.565
UniRef50_B9KHC9: Succinyl-diaminopimelate desuccinylase	345.919
UniRef50_B9KHC9: Succinyl-diaminopimelate desuccinylase|unclassified	345.919
UniRef50_Q9HKF1: Argininosuccinate synthase	345.67
UniRef50_Q9HKF1: Argininosuccinate synthase|unclassified	345.67
UniRef50_A7I005: Succinyl-diaminopimelate desuccinylase	344.659
UniRef50_A7I005: Succinyl-diaminopimelate desuccinylase|unclassified	344.659
UniRef50_K7UE53: Putative acetylornithine/succinylornithine aminotransferase family protein	344.36
UniRef50_K7UE53: Putative acetylornithine/succinylornithine aminotransferase family protein|unclassified	344.36
UniRef50_Q55DT8: Probable acetylornithine aminotransferase, mitochondrial	343.277
UniRef50_Q55DT8: Probable acetylornithine aminotransferase, mitochondrial|unclassified	343.277
UniRef50_B2IC79	343.222
UniRef50_B2IC79|unclassified	343.222
UniRef50_B0UPC4: N-acetyl-gamma-glutamyl-phosphate reductase	342.69
UniRef50_B0UPC4: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	342.69
UniRef50_UPI00047319E0: ArgR family transcriptional regulator	341.235
UniRef50_UPI00047319E0: ArgR family transcriptional regulator|unclassified	341.235
UniRef50_UPI00001AD637: argininosuccinate lyase	340.425
UniRef50_UPI00001AD637: argininosuccinate lyase|unclassified	340.425
UniRef50_Q54DY1: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	339.084
UniRef50_Q54DY1: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	339.084
UniRef50_Q72RH8: Acetylornithine aminotransferase	339.043
UniRef50_Q72RH8: Acetylornithine aminotransferase|unclassified	339.043
UniRef50_UPI0002F480B9: hypothetical protein	338
UniRef50_UPI0002F480B9: hypothetical protein|unclassified	338
UniRef50_UPI0003828E3A: hypothetical protein, partial	337.18
UniRef50_UPI0003828E3A: hypothetical protein, partial|unclassified	337.18
UniRef50_UPI00046E5B03: N-acetyl-gamma-glutamyl-phosphate reductase	337.174
UniRef50_UPI00046E5B03: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	337.174
UniRef50_Q8TX15: Arginine biosynthesis bifunctional protein ArgJ	335.975
UniRef50_Q8TX15: Arginine biosynthesis bifunctional protein ArgJ|unclassified	335.975
UniRef50_T1BD00: Succinyl-diaminopimelate desuccinylase (Fragment)	335.932
UniRef50_T1BD00: Succinyl-diaminopimelate desuccinylase (Fragment)|unclassified	335.932
UniRef50_O67100: Arginine biosynthesis bifunctional protein ArgJ	330.802
UniRef50_O67100: Arginine biosynthesis bifunctional protein ArgJ|unclassified	330.802
UniRef50_UPI0004166E36: hypothetical protein	329.953
UniRef50_UPI0004166E36: hypothetical protein|unclassified	329.953
UniRef50_I6AAN5	329.894
UniRef50_I6AAN5|unclassified	329.894
UniRef50_UPI0003728153: hypothetical protein	329.584
UniRef50_UPI0003728153: hypothetical protein|unclassified	329.584
UniRef50_Q9RTQ2: Arginine biosynthesis bifunctional protein ArgJ	328.463
UniRef50_Q9RTQ2: Arginine biosynthesis bifunctional protein ArgJ|unclassified	328.463
UniRef50_Q7UQZ6: Ornithine carbamoyltransferase	328.113
UniRef50_Q7UQZ6: Ornithine carbamoyltransferase|unclassified	328.113
UniRef50_UPI00035E0D66: hypothetical protein	326.629
UniRef50_UPI00035E0D66: hypothetical protein|unclassified	326.629
UniRef50_Q88X36: Arginine regulator	324.261
UniRef50_Q88X36: Arginine regulator|unclassified	324.261
UniRef50_UPI00046DC931: PREDICTED: acetylglutamate kinase, chloroplastic	324.214
UniRef50_UPI00046DC931: PREDICTED: acetylglutamate kinase, chloroplastic|unclassified	324.214
UniRef50_Q8CUN2: N-acetyl-gamma-glutamyl-phosphate reductase	323.72
UniRef50_Q8CUN2: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	323.72
UniRef50_B1GYR2: N-acetyl-gamma-glutamyl-phosphate reductase	323.181
UniRef50_B1GYR2: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	323.181
UniRef50_A6UW73: Argininosuccinate lyase	321.93
UniRef50_A6UW73: Argininosuccinate lyase|unclassified	321.93
UniRef50_B4RZS0: Succinyl-diaminopimelate desuccinylase 1	321.183
UniRef50_B4RZS0: Succinyl-diaminopimelate desuccinylase 1|unclassified	321.183
UniRef50_UPI00035D5E55: hypothetical protein	320.891
UniRef50_UPI00035D5E55: hypothetical protein|unclassified	320.891
UniRef50_UPI00036828A2: hypothetical protein	318.714
UniRef50_UPI00036828A2: hypothetical protein|unclassified	318.714
UniRef50_UPI0002888762: N-acetyl-gamma-glutamyl-phosphate reductase	315.783
UniRef50_UPI0002888762: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	315.783
UniRef50_UPI0002B43E32: PREDICTED: acetylglutamate kinase-like	315.284
UniRef50_UPI0002B43E32: PREDICTED: acetylglutamate kinase-like|unclassified	315.284
UniRef50_UPI00035DC10B: hypothetical protein	313.603
UniRef50_UPI00035DC10B: hypothetical protein|unclassified	313.603
UniRef50_UPI000319616A: hypothetical protein	312.16
UniRef50_UPI000319616A: hypothetical protein|unclassified	312.16
UniRef50_Q2INH7: Arginine repressor	311.598
UniRef50_Q2INH7: Arginine repressor|unclassified	311.598
UniRef50_A7E5P6: Arginine biosynthesis bifunctional protein ArgJ 1, mitochondrial	311.559
UniRef50_A7E5P6: Arginine biosynthesis bifunctional protein ArgJ 1, mitochondrial|unclassified	311.559
UniRef50_Q5SGY0: Acetylglutamate/acetylaminoadipate kinase	310.424
UniRef50_Q5SGY0: Acetylglutamate/acetylaminoadipate kinase|unclassified	310.424
UniRef50_O08320: Acetylglutamate kinase	309.444
UniRef50_O08320: Acetylglutamate kinase|unclassified	309.444
UniRef50_UPI0004738521: hypothetical protein, partial	300.847
UniRef50_UPI0004738521: hypothetical protein, partial|unclassified	300.847
UniRef50_B5YAL8: N-acetyl-gamma-glutamyl-phosphate reductase	300.801
UniRef50_B5YAL8: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	300.801
UniRef50_Q8U0B4: Acetylornithine/acetyl-lysine aminotransferase	299.039
UniRef50_Q8U0B4: Acetylornithine/acetyl-lysine aminotransferase|unclassified	299.039
UniRef50_Q6D6Y6: Putrescine aminotransferase	298.292
UniRef50_Q6D6Y6: Putrescine aminotransferase|unclassified	298.292
UniRef50_UPI0004665203: N-acetyl-gamma-glutamyl-phosphate reductase	298.189
UniRef50_UPI0004665203: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	298.189
UniRef50_UPI000255F033: hypothetical protein	297.342
UniRef50_UPI000255F033: hypothetical protein|unclassified	297.342
UniRef50_UPI0004626B2D: hypothetical protein, partial	297.022
UniRef50_UPI0004626B2D: hypothetical protein, partial|unclassified	297.022
UniRef50_Q97ET6: Arginine biosynthesis bifunctional protein ArgJ 2	296.577
UniRef50_Q97ET6: Arginine biosynthesis bifunctional protein ArgJ 2|unclassified	296.577
UniRef50_UPI0003B79942: acetylornithine aminotransferase	296.454
UniRef50_UPI0003B79942: acetylornithine aminotransferase|unclassified	296.454
UniRef50_UPI0003A91E99: hypothetical protein	295.981
UniRef50_UPI0003A91E99: hypothetical protein|unclassified	295.981
UniRef50_Q030G2: Acetylglutamate kinase	292.854
UniRef50_Q030G2: Acetylglutamate kinase|unclassified	292.854
UniRef50_UPI00037B9363: hypothetical protein	291.01
UniRef50_UPI00037B9363: hypothetical protein|unclassified	291.01
UniRef50_X1VDH5: Marine sediment metagenome DNA, contig: S12H4_S11358 (Fragment)	290.58
UniRef50_X1VDH5: Marine sediment metagenome DNA, contig: S12H4_S11358 (Fragment)|unclassified	290.58
UniRef50_UPI0004636255: hypothetical protein	289.367
UniRef50_UPI0004636255: hypothetical protein|unclassified	289.367
UniRef50_Q1RGL3: Succinyl-diaminopimelate desuccinylase	287.335
UniRef50_Q1RGL3: Succinyl-diaminopimelate desuccinylase|unclassified	287.335
UniRef50_R5U8F2	286.95
UniRef50_R5U8F2|unclassified	286.95
UniRef50_A5FQ84: Acetylglutamate kinase	283.226
UniRef50_A5FQ84: Acetylglutamate kinase|unclassified	283.226
UniRef50_UPI0004640F1B: acetylglutamate kinase, partial	282.439
UniRef50_UPI0004640F1B: acetylglutamate kinase, partial|unclassified	282.439
UniRef50_Q3SNU8	281.455
UniRef50_Q3SNU8|unclassified	281.455
UniRef50_UPI000368066A: hypothetical protein	280.939
UniRef50_UPI000368066A: hypothetical protein|unclassified	280.939
UniRef50_UPI00020DA352: acetylglutamate kinase	280.802
UniRef50_UPI00020DA352: acetylglutamate kinase|unclassified	280.802
UniRef50_W5X382: Argininosuccinate lyase	280.147
UniRef50_W5X382: Argininosuccinate lyase|unclassified	280.147
UniRef50_A8F448: N-acetyl-gamma-glutamyl-phosphate reductase	279.374
UniRef50_A8F448: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	279.374
UniRef50_Q7UUJ7: Arginine biosynthesis bifunctional protein ArgJ	276.758
UniRef50_Q7UUJ7: Arginine biosynthesis bifunctional protein ArgJ|unclassified	276.758
UniRef50_Q9YHY9: Ornithine carbamoyltransferase, mitochondrial	275.351
UniRef50_Q9YHY9: Ornithine carbamoyltransferase, mitochondrial|unclassified	275.351
UniRef50_Q9K8V4: Acetylglutamate kinase	274.734
UniRef50_Q9K8V4: Acetylglutamate kinase|unclassified	274.734
UniRef50_C5MG55: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	274.177
UniRef50_C5MG55: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	274.177
UniRef50_P0CZ69: Arginine regulator	273.272
UniRef50_P0CZ69: Arginine regulator|unclassified	273.272
UniRef50_W7W147	272.935
UniRef50_W7W147|unclassified	272.935
UniRef50_D2ZU28	272.498
UniRef50_D2ZU28|unclassified	272.498
UniRef50_UPI000472BA56: hypothetical protein, partial	271.495
UniRef50_UPI000472BA56: hypothetical protein, partial|unclassified	271.495
UniRef50_UPI0003623153: hypothetical protein	270.939
UniRef50_UPI0003623153: hypothetical protein|unclassified	270.939
UniRef50_O68873: Acetylornithine deacetylase	270.748
UniRef50_O68873: Acetylornithine deacetylase|unclassified	270.748
UniRef50_Q04T45: N-acetyl-gamma-glutamyl-phosphate reductase	270.082
UniRef50_Q04T45: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	270.082
UniRef50_B6FZQ0: Transporter gate domain protein	267.377
UniRef50_B6FZQ0: Transporter gate domain protein|unclassified	267.377
UniRef50_Q9CE11: Arginine repressor	266.289
UniRef50_Q9CE11: Arginine repressor|unclassified	266.289
UniRef50_A3QGR1: Succinyl-diaminopimelate desuccinylase 2	264.451
UniRef50_A3QGR1: Succinyl-diaminopimelate desuccinylase 2|unclassified	264.451
UniRef50_UPI0004251472: hypothetical protein	264.182
UniRef50_UPI0004251472: hypothetical protein|unclassified	264.182
UniRef50_Q981V0: Argininosuccinate lyase 2	262.281
UniRef50_Q981V0: Argininosuccinate lyase 2|unclassified	262.281
UniRef50_UPI000289D647: acetylglutamate kinase	262.128
UniRef50_UPI000289D647: acetylglutamate kinase|unclassified	262.128
UniRef50_UPI0003F4C69D: acetyltransferase	261.405
UniRef50_UPI0003F4C69D: acetyltransferase|unclassified	261.405
UniRef50_Q7WP51: Ornithine aminotransferase	258.548
UniRef50_Q7WP51: Ornithine aminotransferase|unclassified	258.548
UniRef50_A0A024J713: Similar to Saccharomyces cerevisiae YOL140W ARG8 Acetylornithine aminotransferase	257.239
UniRef50_A0A024J713: Similar to Saccharomyces cerevisiae YOL140W ARG8 Acetylornithine aminotransferase|unclassified	257.239
UniRef50_Q5UZ47: Argininosuccinate lyase	256.411
UniRef50_Q5UZ47: Argininosuccinate lyase|unclassified	256.411
UniRef50_P00480: Ornithine carbamoyltransferase, mitochondrial	253.15
UniRef50_P00480: Ornithine carbamoyltransferase, mitochondrial|unclassified	253.15
UniRef50_C1F4E8: Argininosuccinate lyase	253.13
UniRef50_C1F4E8: Argininosuccinate lyase|unclassified	253.13
UniRef50_UPI00047A6765: acetyltransferase	252.214
UniRef50_UPI00047A6765: acetyltransferase|unclassified	252.214
UniRef50_A8AAF8: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	248.568
UniRef50_A8AAF8: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	248.568
UniRef50_UPI00030EE99C: hypothetical protein	247.996
UniRef50_UPI00030EE99C: hypothetical protein|unclassified	247.996
UniRef50_Q9RW75: Acetylornithine/acetyl-lysine aminotransferase	246.597
UniRef50_Q9RW75: Acetylornithine/acetyl-lysine aminotransferase|unclassified	246.597
UniRef50_A9GQU6: Acetylglutamate kinase	246.359
UniRef50_A9GQU6: Acetylglutamate kinase|unclassified	246.359
UniRef50_Q6BUP9: Acetylornithine aminotransferase, mitochondrial	242.086
UniRef50_Q6BUP9: Acetylornithine aminotransferase, mitochondrial|unclassified	242.086
UniRef50_UPI000479ECB1: hypothetical protein	240.499
UniRef50_UPI000479ECB1: hypothetical protein|unclassified	240.499
UniRef50_Q9RVQ9: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	240.297
UniRef50_Q9RVQ9: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	240.297
UniRef50_UPI000474D731: argininosuccinate lyase, partial	239.776
UniRef50_UPI000474D731: argininosuccinate lyase, partial|unclassified	239.776
UniRef50_UPI0003473CE9: ornithine acetyltransferase	238.963
UniRef50_UPI0003473CE9: ornithine acetyltransferase|unclassified	238.963
UniRef50_Q97GH8: Acetylglutamate kinase	238.16
UniRef50_Q97GH8: Acetylglutamate kinase|unclassified	238.16
UniRef50_F9NM62	237.262
UniRef50_F9NM62|unclassified	237.262
UniRef50_Q0W0P5: Acetylglutamate kinase	236.96
UniRef50_Q0W0P5: Acetylglutamate kinase|unclassified	236.96
UniRef50_UPI0003619826: hypothetical protein	233.507
UniRef50_UPI0003619826: hypothetical protein|unclassified	233.507
UniRef50_B1MWD1: Acetylglutamate kinase	232.45
UniRef50_B1MWD1: Acetylglutamate kinase|unclassified	232.45
UniRef50_A5V0J4: Acetylglutamate kinase	232.038
UniRef50_A5V0J4: Acetylglutamate kinase|unclassified	232.038
UniRef50_Q8U705: Argininosuccinate lyase 2	229.418
UniRef50_Q8U705: Argininosuccinate lyase 2|unclassified	229.418
UniRef50_Q9RRP6: Acetylglutamate/acetylaminoadipate kinase	228.814
UniRef50_Q9RRP6: Acetylglutamate/acetylaminoadipate kinase|unclassified	228.814
UniRef50_Q7VF72: Succinyl-diaminopimelate desuccinylase	228.761
UniRef50_Q7VF72: Succinyl-diaminopimelate desuccinylase|unclassified	228.761
UniRef50_UPI00037E1865: acetylornithine deacetylase	227.552
UniRef50_UPI00037E1865: acetylornithine deacetylase|unclassified	227.552
UniRef50_UPI000289FD65: 4-aminobutyrate aminotransferase	225.923
UniRef50_UPI000289FD65: 4-aminobutyrate aminotransferase|unclassified	225.923
UniRef50_UPI000379FEB9: MULTISPECIES: hypothetical protein	225.53
UniRef50_UPI000379FEB9: MULTISPECIES: hypothetical protein|unclassified	225.53
UniRef50_UPI0003B5E89A: acetylornithine deacetylase	224.215
UniRef50_UPI0003B5E89A: acetylornithine deacetylase|unclassified	224.215
UniRef50_UPI0003802550: hypothetical protein	224.173
UniRef50_UPI0003802550: hypothetical protein|unclassified	224.173
UniRef50_Q9VW26: Ornithine aminotransferase, mitochondrial	222.086
UniRef50_Q9VW26: Ornithine aminotransferase, mitochondrial|unclassified	222.086
UniRef50_UPI00035FE648: hypothetical protein	219.354
UniRef50_UPI00035FE648: hypothetical protein|unclassified	219.354
UniRef50_UPI00047E873A: ornithine--oxo-acid aminotransferase, partial	217.683
UniRef50_UPI00047E873A: ornithine--oxo-acid aminotransferase, partial|unclassified	217.683
UniRef50_UPI0003B723DF: succinyl-diaminopimelate desuccinylase	217.547
UniRef50_UPI0003B723DF: succinyl-diaminopimelate desuccinylase|unclassified	217.547
UniRef50_UPI0004771FE3: N-acetylglutamate synthase	216.382
UniRef50_UPI0004771FE3: N-acetylglutamate synthase|unclassified	216.382
UniRef50_Q7UQZ8: Acetylglutamate kinase	216.258
UniRef50_Q7UQZ8: Acetylglutamate kinase|unclassified	216.258
UniRef50_UPI0003615739: hypothetical protein	214.926
UniRef50_UPI0003615739: hypothetical protein|unclassified	214.926
UniRef50_W5XCI5: N-acetyl-gamma-glutamyl-phosphate reductase	214.645
UniRef50_W5XCI5: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	214.645
UniRef50_UPI00047AC99A: succinyl-diaminopimelate desuccinylase	214.463
UniRef50_UPI00047AC99A: succinyl-diaminopimelate desuccinylase|unclassified	214.463
UniRef50_W1UX23: N-acetyl-gamma-glutamyl-phosphate reductase (Fragment)	210.182
UniRef50_W1UX23: N-acetyl-gamma-glutamyl-phosphate reductase (Fragment)|unclassified	210.182
UniRef50_UPI00016C3DC6: acetylglutamate kinase	208.712
UniRef50_UPI00016C3DC6: acetylglutamate kinase|unclassified	208.712
UniRef50_Q5WEW9: Acetylglutamate kinase	206.681
UniRef50_Q5WEW9: Acetylglutamate kinase|unclassified	206.681
UniRef50_Q1QHH9	205.663
UniRef50_Q1QHH9|unclassified	205.663
UniRef50_UPI0004123914: lysine 6-aminotransferase	202.601
UniRef50_UPI0004123914: lysine 6-aminotransferase|unclassified	202.601
UniRef50_UPI00035D0126: hypothetical protein	201.213
UniRef50_UPI00035D0126: hypothetical protein|unclassified	201.213
UniRef50_UPI0002EE0948: hypothetical protein	201.201
UniRef50_UPI0002EE0948: hypothetical protein|unclassified	201.201
UniRef50_B2URE3: Acetylglutamate kinase	200.691
UniRef50_B2URE3: Acetylglutamate kinase|unclassified	200.691
UniRef50_UPI0003B58DAA: AraC family transcriptional regulator	200.624
UniRef50_UPI0003B58DAA: AraC family transcriptional regulator|unclassified	200.624
UniRef50_UPI00035FDF95: acetylornithine aminotransferase	200.374
UniRef50_UPI00035FDF95: acetylornithine aminotransferase|unclassified	200.374
UniRef50_UPI0003B701FA: N-acetyl-gamma-glutamyl-phosphate reductase	200.051
UniRef50_UPI0003B701FA: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	200.051
UniRef50_R6LF34	199.339
UniRef50_R6LF34|unclassified	199.339
UniRef50_H7GFG4	198.062
UniRef50_H7GFG4|unclassified	198.062
UniRef50_Q2NGN7: Argininosuccinate lyase	198.021
UniRef50_Q2NGN7: Argininosuccinate lyase|unclassified	198.021
UniRef50_B6HQD4: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial	197.03
UniRef50_B6HQD4: Arginine biosynthesis bifunctional protein ArgJ, mitochondrial|unclassified	197.03
UniRef50_UPI00047E736A: hypothetical protein	196.482
UniRef50_UPI00047E736A: hypothetical protein|unclassified	196.482
UniRef50_A1RR78: Argininosuccinate lyase	194.412
UniRef50_A1RR78: Argininosuccinate lyase|unclassified	194.412
UniRef50_UPI0003B470E9: argininosuccinate lyase	193.583
UniRef50_UPI0003B470E9: argininosuccinate lyase|unclassified	193.583
UniRef50_UPI00019144DD: peptidase, partial	191.812
UniRef50_UPI00019144DD: peptidase, partial|unclassified	191.812
UniRef50_UPI0003FFC7B7: hypothetical protein	191.117
UniRef50_UPI0003FFC7B7: hypothetical protein|unclassified	191.117
UniRef50_B1YJL9: N-acetyl-gamma-glutamyl-phosphate reductase	190.985
UniRef50_B1YJL9: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	190.985
UniRef50_UPI00046ED2B2: hypothetical protein	189.72
UniRef50_UPI00046ED2B2: hypothetical protein|unclassified	189.72
UniRef50_Q8CUN0: Acetylglutamate kinase	187.535
UniRef50_Q8CUN0: Acetylglutamate kinase|unclassified	187.535
UniRef50_UPI00046CB4AA: hypothetical protein	185.272
UniRef50_UPI00046CB4AA: hypothetical protein|unclassified	185.272
UniRef50_UPI00042B4A9C: N-acetyl-l-glutamate kinase, putative	184.931
UniRef50_UPI00042B4A9C: N-acetyl-l-glutamate kinase, putative|unclassified	184.931
UniRef50_Z7MMF2: N-acetyl-gamma-glutamyl-phosphate reductase	182.215
UniRef50_Z7MMF2: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	182.215
UniRef50_B8G2Z2: Acetylglutamate kinase	179.691
UniRef50_B8G2Z2: Acetylglutamate kinase|unclassified	179.691
UniRef50_UPI00016C3689: N-acetyl-gamma-glutamyl-phosphate reductase, partial	178.77
UniRef50_UPI00016C3689: N-acetyl-gamma-glutamyl-phosphate reductase, partial|unclassified	178.77
UniRef50_UPI00039E983D: acetylglutamate kinase	178.648
UniRef50_UPI00039E983D: acetylglutamate kinase|unclassified	178.648
UniRef50_UPI00029AC4B4: succinyl-diaminopimelate desuccinylase	177.938
UniRef50_UPI00029AC4B4: succinyl-diaminopimelate desuccinylase|unclassified	177.938
UniRef50_Q9ZMM0: Succinyl-diaminopimelate desuccinylase	177.763
UniRef50_Q9ZMM0: Succinyl-diaminopimelate desuccinylase|unclassified	177.763
UniRef50_B3QWH2: Arginine repressor	177.303
UniRef50_B3QWH2: Arginine repressor|unclassified	177.303
UniRef50_A5AEC8: Arginine biosynthesis bifunctional protein ArgJ, chloroplastic	176.567
UniRef50_A5AEC8: Arginine biosynthesis bifunctional protein ArgJ, chloroplastic|unclassified	176.567
UniRef50_A7MR22	174.273
UniRef50_A7MR22|unclassified	174.273
UniRef50_UPI0003871D33: PREDICTED: argininosuccinate lyase-like	172.903
UniRef50_UPI0003871D33: PREDICTED: argininosuccinate lyase-like|unclassified	172.903
UniRef50_Q97ZM1: Ornithine carbamoyltransferase	172.884
UniRef50_Q97ZM1: Ornithine carbamoyltransferase|unclassified	172.884
UniRef50_E1NLX6: Peptidase dimerization domain protein	169.623
UniRef50_E1NLX6: Peptidase dimerization domain protein|unclassified	169.623
UniRef50_UPI0003659F39: hypothetical protein	169.437
UniRef50_UPI0003659F39: hypothetical protein|unclassified	169.437
UniRef50_UPI0003C18787: PREDICTED: argininosuccinate lyase, chloroplastic-like	167.951
UniRef50_UPI0003C18787: PREDICTED: argininosuccinate lyase, chloroplastic-like|unclassified	167.951
UniRef50_UPI0004750045: hypothetical protein, partial	167.59
UniRef50_UPI0004750045: hypothetical protein, partial|unclassified	167.59
UniRef50_A0RWW0: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase	167.041
UniRef50_A0RWW0: N-acetyl-gamma-glutamyl-phosphate/N-acetyl-gamma-aminoadipyl-phosphate reductase|unclassified	167.041
UniRef50_UPI00030908EE: hypothetical protein	167.01
UniRef50_UPI00030908EE: hypothetical protein|unclassified	167.01
UniRef50_UPI00046D8F8D: N-acetyl-gamma-glutamyl-phosphate reductase	166.68
UniRef50_UPI00046D8F8D: N-acetyl-gamma-glutamyl-phosphate reductase|unclassified	166.68
UniRef50_UPI000478FA85: hypothetical protein	166.592
UniRef50_UPI000478FA85: hypothetical protein|unclassified	166.592
UniRef50_F3HTD0: Acetylornithine deacetylase	166.355
UniRef50_F3HTD0: Acetylornithine deacetylase|unclassified	166.355
UniRef50_UPI00024933D7: succinyl-diaminopimelate desuccinylase	165.824
UniRef50_UPI00024933D7: succinyl-diaminopimelate desuccinylase|unclassified	165.824
UniRef50_UPI0002E5B450: hypothetical protein	165.768
UniRef50_UPI0002E5B450: hypothetical protein|unclassified	165.768
UniRef50_O33289: Amino-acid acetyltransferase	165.352
UniRef50_O33289: Amino-acid acetyltransferase|unclassified	165.352
UniRef50_UPI0003786D55: hypothetical protein, partial	162.892
UniRef50_UPI0003786D55: hypothetical protein, partial|unclassified	162.892
UniRef50_J1JZ94	162.857
UniRef50_J1JZ94|unclassified	162.857
UniRef50_UPI00036CC33C: hypothetical protein, partial	162.698
UniRef50_UPI00036CC33C: hypothetical protein, partial|unclassified	162.698
UniRef50_UPI00036016B4: hypothetical protein	161.943
UniRef50_UPI00036016B4: hypothetical protein|unclassified	161.943
UniRef50_UPI0003A815F9: Zn-dependent protease	160.692
UniRef50_UPI0003A815F9: Zn-dependent protease|unclassified	160.692
UniRef50_UPI000413AD40: hypothetical protein	160.69
UniRef50_UPI000413AD40: hypothetical protein|unclassified	160.69
UniRef50_C0Z6T0: Acetylglutamate kinase	158.907
UniRef50_C0Z6T0: Acetylglutamate kinase|unclassified	158.907
UniRef50_UPI000470F828: hypothetical protein	158.527
UniRef50_UPI000470F828: hypothetical protein|unclassified	158.527
UniRef50_Q4FNF2: Acetylglutamate kinase	158.327
UniRef50_Q4FNF2: Acetylglutamate kinase|unclassified	158.327
UniRef50_X0T4G1: Marine sediment metagenome DNA, contig: S01H1_L09446 (Fragment)	157.047
