# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-RPKs
UniRef50_UPI0003733B91: hypothetical protein, partial|unclassified	3.6168956250
UniRef50_UPI0002378395: membrane protein	3.6055817653
UniRef50_UPI0002378395: membrane protein|unclassified	3.6055817653
UniRef50_K1RYT2	3.6038344462
UniRef50_K1RYT2|unclassified	3.6038344462
UniRef50_UPI00047C08E1: multidrug transporter	3.5911495545
UniRef50_UPI00047C08E1: multidrug transporter|unclassified	3.5911495545
UniRef50_UPI000469265E: hypothetical protein	3.5749198893
UniRef50_UPI000469265E: hypothetical protein|unclassified	3.5749198893
UniRef50_UPI00046AAB53: hypothetical protein	3.5632298586
UniRef50_UPI00046AAB53: hypothetical protein|unclassified	3.5632298586
UniRef50_W4PFV6: ABC transporter permease	3.5587188612
UniRef50_W4PFV6: ABC transporter permease|unclassified	3.5587188612
UniRef50_UPI00036BB8E1: hypothetical protein	3.5576617501
UniRef50_UPI00036BB8E1: hypothetical protein|unclassified	3.5576617501
UniRef50_E0UHG4	3.5558518635
UniRef50_E0UHG4|unclassified	3.5558518635
UniRef50_UPI00046FB1CF: hypothetical protein	3.5460992908
UniRef50_UPI00046FB1CF: hypothetical protein|unclassified	3.5460992908
UniRef50_R5KUX4: Metallo-beta-lactamase domain protein	3.5444806763
UniRef50_R5KUX4: Metallo-beta-lactamase domain protein|unclassified	3.5444806763
UniRef50_H1HS10	3.5276625223
UniRef50_H1HS10|unclassified	3.5276625223
UniRef50_UPI0003B64434: MerR family transcriptional regulator	3.5223295705
UniRef50_UPI0003B64434: MerR family transcriptional regulator|unclassified	3.5223295705
UniRef50_V5X725	3.5137964329
UniRef50_V5X725|unclassified	3.5137964329
UniRef50_W7W7U0: Membrane fusion protein cluster 2 protein	3.5087779211
UniRef50_W7W7U0: Membrane fusion protein cluster 2 protein|unclassified	3.5087779211
UniRef50_A0A011US20	3.4965034965
UniRef50_A0A011US20|unclassified	3.4965034965
UniRef50_N9MHU4	3.4965034965
UniRef50_N9MHU4|unclassified	3.4965034965
UniRef50_W7PY43	3.4965034965
UniRef50_W7PY43|unclassified	3.4965034965
UniRef50_W7W5Z4	3.4965034965
UniRef50_W7W5Z4|unclassified	3.4965034965
UniRef50_X1BUC7: Marine sediment metagenome DNA, contig: S01H4_S14151 (Fragment)	3.4843205575
UniRef50_X1BUC7: Marine sediment metagenome DNA, contig: S01H4_S14151 (Fragment)|unclassified	3.4843205575
UniRef50_G0S9R5	3.4608653958
UniRef50_G0S9R5|unclassified	3.4608653958
UniRef50_K5CZW6	3.4571531358
UniRef50_K5CZW6|unclassified	3.4571531358
UniRef50_UPI0003F6C604: hypothetical protein	3.4520677387
UniRef50_UPI0003F6C604: hypothetical protein|unclassified	3.4520677387
UniRef50_H9WPW7	3.4470613747
UniRef50_H9WPW7|unclassified	3.4470613747
UniRef50_D7WCF7: Metallo-beta-lactamase domain protein	3.4454033547
UniRef50_D7WCF7: Metallo-beta-lactamase domain protein|unclassified	3.4454033547
UniRef50_UPI0002631A88: hypothetical protein, partial	3.4429653205
UniRef50_UPI0002631A88: hypothetical protein, partial|unclassified	3.4429653205
UniRef50_F0TCY7: Copper binding periplasmic protein CusF	3.4204979660
UniRef50_F0TCY7: Copper binding periplasmic protein CusF|unclassified	3.4204979660
UniRef50_J2HD65	3.4180200466
UniRef50_J2HD65|unclassified	3.4180200466
UniRef50_UPI0003F0F237: PREDICTED: S-formylglutathione hydrolase-like, partial	3.4129692833
UniRef50_UPI0003F0F237: PREDICTED: S-formylglutathione hydrolase-like, partial|unclassified	3.4129692833
UniRef50_UPI000473EBD3: MerR family transcriptional regulator	3.4113797355
UniRef50_UPI000473EBD3: MerR family transcriptional regulator|unclassified	3.4113797355
UniRef50_J3QJQ4	3.4044936349
UniRef50_J3QJQ4|unclassified	3.4044936349
UniRef50_V6SJ34	3.4018228685
UniRef50_V6SJ34|unclassified	3.4018228685
UniRef50_R7D969: Metallo-beta-lactamase domain protein	3.3904306759
UniRef50_R7D969: Metallo-beta-lactamase domain protein|unclassified	3.3904306759
UniRef50_F4MYS4	3.3830060898
UniRef50_F4MYS4|unclassified	3.3830060898
UniRef50_D2QL16: Efflux transporter, RND family, MFP subunit	3.3820515891
UniRef50_D2QL16: Efflux transporter, RND family, MFP subunit|unclassified	3.3820515891
UniRef50_UPI00047DEE62: hypothetical protein	3.3783783784
UniRef50_UPI00047DEE62: hypothetical protein|unclassified	3.3783783784
UniRef50_E1YK21	3.3699545586
UniRef50_E1YK21|unclassified	3.3699545586
UniRef50_I4AG49: Multidrug resistance efflux pump	3.3682371050
UniRef50_I4AG49: Multidrug resistance efflux pump|unclassified	3.3682371050
UniRef50_X1VH65: Marine sediment metagenome DNA, contig: S12H4_S24675 (Fragment)	3.3618403360
UniRef50_X1VH65: Marine sediment metagenome DNA, contig: S12H4_S24675 (Fragment)|unclassified	3.3618403360
UniRef50_UPI00046375AE: hypothetical protein	3.3557046980
UniRef50_UPI00046375AE: hypothetical protein|unclassified	3.3557046980
UniRef50_UPI00046FA4E3: hypothetical protein	3.3420397762
UniRef50_UPI00046FA4E3: hypothetical protein|unclassified	3.3420397762
UniRef50_A0A011PJP9	3.3417152083
UniRef50_A0A011PJP9|unclassified	3.3417152083
UniRef50_R7BI49: Metallo-beta-lactamase family protein	3.3398933811
UniRef50_R7BI49: Metallo-beta-lactamase family protein|unclassified	3.3398933811
UniRef50_UPI0003B63E93: PhoB family transcriptional regulator	3.3375054878
UniRef50_UPI0003B63E93: PhoB family transcriptional regulator|unclassified	3.3375054878
UniRef50_S6BJ12	3.3252107244
UniRef50_S6BJ12|unclassified	3.3252107244
UniRef50_D6DFY7	3.3222591362
UniRef50_D6DFY7|unclassified	3.3222591362
UniRef50_K1HSY0	3.2909801907
UniRef50_K1HSY0|unclassified	3.2909801907
UniRef50_UPI0003B48AA1: MerR family transcriptional regulator	3.2895664079
UniRef50_UPI0003B48AA1: MerR family transcriptional regulator|unclassified	3.2895664079
UniRef50_Q125G3: Beta-lactamase-like protein	3.2891706046
UniRef50_Q125G3: Beta-lactamase-like protein|unclassified	3.2891706046
UniRef50_UPI0003710996: hypothetical protein	3.2891403380
UniRef50_UPI0003710996: hypothetical protein|unclassified	3.2891403380
UniRef50_UPI0002D586BC: hypothetical protein	3.2786885246
UniRef50_UPI0002D586BC: hypothetical protein|unclassified	3.2786885246
UniRef50_R5KFP2: Metallo-beta-lactamase	3.2669003059
UniRef50_R5KFP2: Metallo-beta-lactamase|unclassified	3.2669003059
UniRef50_A0A031IFZ6: Cobalt-zinc-cadmium resistance protein CzcD	3.2535712269
UniRef50_A0A031IFZ6: Cobalt-zinc-cadmium resistance protein CzcD|unclassified	3.2535712269
UniRef50_UPI00029ACA5F: transcriptional regulator, MerR family protein	3.2498213707
UniRef50_UPI00029ACA5F: transcriptional regulator, MerR family protein|unclassified	3.2498213707
UniRef50_UPI00046CE546: hypothetical protein	3.2430447447
UniRef50_UPI00046CE546: hypothetical protein|unclassified	3.2430447447
UniRef50_R7GP95: Metallo-beta-lactamase domain protein	3.2365318572
UniRef50_R7GP95: Metallo-beta-lactamase domain protein|unclassified	3.2365318572
UniRef50_I4BD32	3.2270860569
UniRef50_I4BD32|unclassified	3.2270860569
UniRef50_J2I2M8	3.2207198659
UniRef50_J2I2M8|unclassified	3.2207198659
UniRef50_UPI00047909DC: RND transporter	3.2203267427
UniRef50_UPI00047909DC: RND transporter|unclassified	3.2203267427
UniRef50_UPI00034BF01D: hypothetical protein	3.1949099199
UniRef50_UPI00034BF01D: hypothetical protein|unclassified	3.1949099199
UniRef50_R4WDW4: Beta lactamase domain	3.1809094555
UniRef50_R4WDW4: Beta lactamase domain|unclassified	3.1809094555
UniRef50_W9VJC5: Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family	3.1613433931
UniRef50_W9VJC5: Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family|unclassified	3.1613433931
UniRef50_UPI0003772AB0: hypothetical protein	3.1415628168
UniRef50_UPI0003772AB0: hypothetical protein|unclassified	3.1415628168
UniRef50_UPI00039F7275: chemotaxis protein CheY	3.1365940516
UniRef50_UPI00039F7275: chemotaxis protein CheY|unclassified	3.1365940516
UniRef50_S8Q2F9	3.1249929852
UniRef50_S8Q2F9|unclassified	3.1249929852
UniRef50_UPI0004778348: hypothetical protein	3.1210893747
UniRef50_UPI0004778348: hypothetical protein|unclassified	3.1210893747
UniRef50_I6Z6F2	3.1084398234
UniRef50_I6Z6F2|unclassified	3.1084398234
UniRef50_UPI000225C145: secretion protein HlyD	3.0885178690
UniRef50_UPI000225C145: secretion protein HlyD|unclassified	3.0885178690
UniRef50_D1CIP0: Beta-lactamase domain protein	3.0819135867
UniRef50_D1CIP0: Beta-lactamase domain protein|unclassified	3.0819135867
UniRef50_R6JGW7: Metallo-beta-lactamase domain protein	3.0547973005
UniRef50_R6JGW7: Metallo-beta-lactamase domain protein|unclassified	3.0547973005
UniRef50_F9ZRU1	3.0535489931
UniRef50_F9ZRU1|unclassified	3.0535489931
UniRef50_D2V552: Metallo-beta-lactamase family protein	3.0344297433
UniRef50_D2V552: Metallo-beta-lactamase family protein|unclassified	3.0344297433
UniRef50_C7PKN4	3.0313693194
UniRef50_C7PKN4|unclassified	3.0313693194
UniRef50_E2SE68	3.0263407263
UniRef50_E2SE68|unclassified	3.0263407263
UniRef50_UPI0003B60005: cobalt transporter	3.0245441462
UniRef50_UPI0003B60005: cobalt transporter|unclassified	3.0245441462
UniRef50_H7FQA6: Co/Zn/Cd efflux system membrane fusion protein	3.0236886773
UniRef50_H7FQA6: Co/Zn/Cd efflux system membrane fusion protein|unclassified	3.0236886773
UniRef50_H1QBQ9	3.0154224432
UniRef50_H1QBQ9|unclassified	3.0154224432
UniRef50_X0UFN2: Marine sediment metagenome DNA, contig: S01H1_S10698 (Fragment)	3.0068195961
UniRef50_X0UFN2: Marine sediment metagenome DNA, contig: S01H1_S10698 (Fragment)|unclassified	3.0068195961
UniRef50_UPI0003B551B1: hemolysin D	3.0019154230
UniRef50_UPI0003B551B1: hemolysin D|unclassified	3.0019154230
UniRef50_UPI000313C019: hypothetical protein	3.0001355073
UniRef50_UPI000313C019: hypothetical protein|unclassified	3.0001355073
UniRef50_A5G5N2: Beta-lactamase domain protein	2.9930735625
UniRef50_A5G5N2: Beta-lactamase domain protein|unclassified	2.9930735625
UniRef50_UPI0003B71CCF: beta-lactamase	2.9840301703
UniRef50_UPI0003B71CCF: beta-lactamase|unclassified	2.9840301703
UniRef50_UPI0001BC2E58: putative transcriptional regulator	2.9794394217
UniRef50_UPI0001BC2E58: putative transcriptional regulator|unclassified	2.9794394217
UniRef50_V2MK24	2.9788302728
UniRef50_V2MK24|unclassified	2.9788302728
UniRef50_UPI000463C552: transporter	2.9761728136
UniRef50_UPI000463C552: transporter|unclassified	2.9761728136
UniRef50_UPI000471179D: hypothetical protein	2.9675056378
UniRef50_UPI000471179D: hypothetical protein|unclassified	2.9675056378
UniRef50_Q7MV11: Metallo-beta-lactamase family protein	2.9663293611
UniRef50_Q7MV11: Metallo-beta-lactamase family protein|unclassified	2.9663293611
UniRef50_UPI00047A75F1: hypothetical protein	2.9653166147
UniRef50_UPI00047A75F1: hypothetical protein|unclassified	2.9653166147
UniRef50_UPI00036D3A8C: hypothetical protein	2.9508473527
UniRef50_UPI00036D3A8C: hypothetical protein|unclassified	2.9508473527
UniRef50_H6RQX6	2.9475144655
UniRef50_H6RQX6|unclassified	2.9475144655
UniRef50_UPI00028904E4: two-component response regulator	2.9469957859
UniRef50_UPI00028904E4: two-component response regulator|unclassified	2.9469957859
UniRef50_A0LDZ9: Beta-lactamase domain protein	2.9469771998
UniRef50_A0LDZ9: Beta-lactamase domain protein|unclassified	2.9469771998
UniRef50_UPI00046FC31D: hypothetical protein	2.9414459552
UniRef50_UPI00046FC31D: hypothetical protein|unclassified	2.9414459552
UniRef50_R7DI81	2.9406320823
UniRef50_R7DI81|unclassified	2.9406320823
UniRef50_UPI0003B6B948: membrane protein	2.9239145317
UniRef50_UPI0003B6B948: membrane protein|unclassified	2.9239145317
UniRef50_UPI0003A6168E: hemolysin D	2.9233366120
UniRef50_UPI0003A6168E: hemolysin D|unclassified	2.9233366120
UniRef50_UPI000301ABA8: hypothetical protein	2.9050224712
UniRef50_UPI000301ABA8: hypothetical protein|unclassified	2.9050224712
UniRef50_UPI000366450A: hypothetical protein	2.8956776196
UniRef50_UPI000366450A: hypothetical protein|unclassified	2.8956776196
UniRef50_UPI00036E55F1: hypothetical protein	2.8926762145
UniRef50_UPI00036E55F1: hypothetical protein|unclassified	2.8926762145
UniRef50_UPI00032A2821: PREDICTED: multidrug resistance protein MexB-like	2.8923983472
UniRef50_UPI00032A2821: PREDICTED: multidrug resistance protein MexB-like|unclassified	2.8923983472
UniRef50_Q0FXX1	2.8857765640
UniRef50_Q0FXX1|unclassified	2.8857765640
UniRef50_UPI00047D8A88: hypothetical protein, partial	2.8750916780
UniRef50_UPI00047D8A88: hypothetical protein, partial|unclassified	2.8750916780
UniRef50_W4S378: Drug/metabolite transporter permease	2.8731553455
UniRef50_W4S378: Drug/metabolite transporter permease|unclassified	2.8731553455
UniRef50_UPI000369A976: hypothetical protein	2.8578312948
UniRef50_UPI000369A976: hypothetical protein|unclassified	2.8578312948
UniRef50_UPI000464C405: transcriptional regulator	2.8570255272
UniRef50_UPI000464C405: transcriptional regulator|unclassified	2.8570255272
UniRef50_UPI000288416E: winged helix family two component transcriptional regulator	2.8565636867
UniRef50_UPI000288416E: winged helix family two component transcriptional regulator|unclassified	2.8565636867
UniRef50_A0K347	2.8563430188
UniRef50_A0K347|unclassified	2.8563430188
UniRef50_UPI00046F5C43: hypothetical protein	2.8468935895
UniRef50_UPI00046F5C43: hypothetical protein|unclassified	2.8468935895
UniRef50_UPI0002E75218: hypothetical protein	2.8446158740
UniRef50_UPI0002E75218: hypothetical protein|unclassified	2.8446158740
UniRef50_UPI00047633B9: transcriptional regulator	2.8358594039
UniRef50_UPI00047633B9: transcriptional regulator|unclassified	2.8358594039
UniRef50_UPI00037FC004: hypothetical protein	2.8320476197
UniRef50_UPI00037FC004: hypothetical protein|unclassified	2.8320476197
UniRef50_UPI0004749958: MerR family transcriptional regulator, partial	2.8303772778
UniRef50_UPI0004749958: MerR family transcriptional regulator, partial|unclassified	2.8303772778
UniRef50_F0SZN7: Efflux transporter, RND family, MFP subunit	2.8240706325
UniRef50_F0SZN7: Efflux transporter, RND family, MFP subunit|unclassified	2.8240706325
UniRef50_C0B1W5: Putative inner membrane transporter RhtA	2.8216982066
UniRef50_C0B1W5: Putative inner membrane transporter RhtA|unclassified	2.8216982066
UniRef50_R6ZE18: Efflux transporter RND family MFP subunit	2.8204702400
UniRef50_R6ZE18: Efflux transporter RND family MFP subunit|unclassified	2.8204702400
UniRef50_UPI00035C1E86: hypothetical protein, partial	2.8127233630
UniRef50_UPI00035C1E86: hypothetical protein, partial|unclassified	2.8127233630
UniRef50_X0TSG5: Marine sediment metagenome DNA, contig: S01H1_L06635 (Fragment)	2.8115958824
UniRef50_X0TSG5: Marine sediment metagenome DNA, contig: S01H1_L06635 (Fragment)|unclassified	2.8115958824
UniRef50_U3GXI7	2.8066084780
UniRef50_U3GXI7|unclassified	2.8066084780
UniRef50_UPI0003B64DB5: membrane protein	2.7970595958
UniRef50_UPI0003B64DB5: membrane protein|unclassified	2.7970595958
UniRef50_R7H5W2: Metallo-beta-lactamase domain protein	2.7889910212
UniRef50_R7H5W2: Metallo-beta-lactamase domain protein|unclassified	2.7889910212
UniRef50_I8U8B7: CzcB family heavy metal RND efflux membrane fusion protein	2.7833137358
UniRef50_I8U8B7: CzcB family heavy metal RND efflux membrane fusion protein|unclassified	2.7833137358
UniRef50_UPI0004168051: hypothetical protein	2.7826420176
UniRef50_UPI0004168051: hypothetical protein|unclassified	2.7826420176
UniRef50_V4YS61: Molybdopterin biosynthesis protein MoeB	2.7787437646
UniRef50_V4YS61: Molybdopterin biosynthesis protein MoeB|unclassified	2.7787437646
UniRef50_U2HB95: Transcriptional regulator, AsnC family	2.7662483816
UniRef50_U2HB95: Transcriptional regulator, AsnC family|unclassified	2.7662483816
UniRef50_W5X6Z0	2.7519585504
UniRef50_W5X6Z0|unclassified	2.7519585504
UniRef50_X1LXI4: Marine sediment metagenome DNA, contig: S06H3_L01882	2.7502900688
UniRef50_X1LXI4: Marine sediment metagenome DNA, contig: S06H3_L01882|unclassified	2.7502900688
UniRef50_A0A017HQ11	2.7482280830
UniRef50_A0A017HQ11|unclassified	2.7482280830
UniRef50_UPI00037E68DF: hypothetical protein	2.7382418554
UniRef50_UPI00037E68DF: hypothetical protein|unclassified	2.7382418554
UniRef50_T0YA42	2.7369472475
UniRef50_T0YA42|unclassified	2.7369472475
UniRef50_A4SDL4: Efflux transporter, RND family, MFP subunit	2.7275820650
UniRef50_A4SDL4: Efflux transporter, RND family, MFP subunit|unclassified	2.7275820650
UniRef50_UPI000418641D: MerR family transcriptional regulator	2.7273206416
UniRef50_UPI000418641D: MerR family transcriptional regulator|unclassified	2.7273206416
UniRef50_UPI00036EDC4E: hypothetical protein	2.7193266896
UniRef50_UPI00036EDC4E: hypothetical protein|unclassified	2.7193266896
UniRef50_F4CEJ5	2.7019799870
UniRef50_F4CEJ5|unclassified	2.7019799870
UniRef50_X6FVF7	2.6880764175
UniRef50_X6FVF7|unclassified	2.6880764175
UniRef50_D3LVR0: Metallo-beta-lactamase domain protein	2.6843915583
UniRef50_D3LVR0: Metallo-beta-lactamase domain protein|unclassified	2.6843915583
UniRef50_UPI0003B3BF67: XRE family transcriptional regulator	2.6836965356
UniRef50_UPI0003B3BF67: XRE family transcriptional regulator|unclassified	2.6836965356
UniRef50_UPI00035C4EE9: hypothetical protein	2.6788943481
UniRef50_UPI00035C4EE9: hypothetical protein|unclassified	2.6788943481
UniRef50_C4TZY0: Transcriptional regulator, AsnC family	2.6754556242
UniRef50_C4TZY0: Transcriptional regulator, AsnC family|unclassified	2.6754556242
UniRef50_UPI0003791B91: sulfurtransferase	2.6750173768
UniRef50_UPI0003791B91: sulfurtransferase|unclassified	2.6750173768
UniRef50_UPI00036746FC: hypothetical protein	2.6737967914
UniRef50_UPI00036746FC: hypothetical protein|unclassified	2.6737967914
UniRef50_W1FAS9: Putative copper efflux system periplasmic protein CusF	2.6639124043
UniRef50_W1FAS9: Putative copper efflux system periplasmic protein CusF|unclassified	2.6639124043
UniRef50_UPI0003646652: hypothetical protein	2.6537413851
UniRef50_UPI0003646652: hypothetical protein|unclassified	2.6537413851
UniRef50_W8VZ96: Probable Co/Zn/Cd efflux system membrane fusion protein	2.6532478050
UniRef50_W8VZ96: Probable Co/Zn/Cd efflux system membrane fusion protein|unclassified	2.6532478050
UniRef50_V6JYZ1	2.6516719976
UniRef50_V6JYZ1|unclassified	2.6516719976
UniRef50_UPI00037E2D27: hypothetical protein	2.6516238579
UniRef50_UPI00037E2D27: hypothetical protein|unclassified	2.6516238579
UniRef50_UPI00037C2192: hypothetical protein	2.6473259493
UniRef50_UPI00037C2192: hypothetical protein|unclassified	2.6473259493
UniRef50_UPI00047951CD: hypothetical protein	2.6429159895
UniRef50_UPI00047951CD: hypothetical protein|unclassified	2.6429159895
UniRef50_UPI000346D5E8: hypothetical protein	2.6349476883
UniRef50_UPI000346D5E8: hypothetical protein|unclassified	2.6349476883
UniRef50_UPI00037D64FB: MULTISPECIES: hypothetical protein	2.6308089482
UniRef50_UPI00037D64FB: MULTISPECIES: hypothetical protein|unclassified	2.6308089482
UniRef50_UPI00031C5C9C: hypothetical protein	2.6269534054
UniRef50_UPI00031C5C9C: hypothetical protein|unclassified	2.6269534054
UniRef50_A8Q9E3: Protein BM-ETHE-1, isoform b	2.6245499951
UniRef50_A8Q9E3: Protein BM-ETHE-1, isoform b|unclassified	2.6245499951
UniRef50_UPI000371E6CE: hypothetical protein	2.6109519060
UniRef50_UPI000371E6CE: hypothetical protein|unclassified	2.6109519060
UniRef50_UPI00031E1A17: hypothetical protein	2.6081387627
UniRef50_UPI00031E1A17: hypothetical protein|unclassified	2.6081387627
UniRef50_UPI0003C7EFDD: MerR family transcriptional regulator	2.5978880435
UniRef50_UPI0003C7EFDD: MerR family transcriptional regulator|unclassified	2.5978880435
UniRef50_X7B744	2.5890538982
UniRef50_X7B744|unclassified	2.5890538982
UniRef50_A0A011N5Y6	2.5825050402
UniRef50_A0A011N5Y6|unclassified	2.5825050402
UniRef50_UPI0004719895: RND transporter	2.5658945180
UniRef50_UPI0004719895: RND transporter|unclassified	2.5658945180
UniRef50_J8IXQ3	2.5538720833
UniRef50_J8IXQ3|unclassified	2.5538720833
UniRef50_UPI0004716F4C: hypothetical protein	2.5186176834
UniRef50_UPI0004716F4C: hypothetical protein|unclassified	2.5186176834
UniRef50_UPI00037700CE: hypothetical protein	2.5181377701
UniRef50_UPI00037700CE: hypothetical protein|unclassified	2.5181377701
UniRef50_X0UB67: Marine sediment metagenome DNA, contig: S01H1_C01169	2.5123463488
UniRef50_X0UB67: Marine sediment metagenome DNA, contig: S01H1_C01169|unclassified	2.5123463488
UniRef50_UPI0003A728AD: hypothetical protein	2.5098774695
UniRef50_UPI0003A728AD: hypothetical protein|unclassified	2.5098774695
UniRef50_UPI0004793A95: beta-lactamase	2.5074777806
UniRef50_UPI0004793A95: beta-lactamase|unclassified	2.5074777806
UniRef50_O30085: Copper-exporting P-type ATPase B	2.5007904384
UniRef50_O30085: Copper-exporting P-type ATPase B|unclassified	2.5007904384
UniRef50_UPI0003B79365: hypothetical protein, partial	2.5000996844
UniRef50_UPI0003B79365: hypothetical protein, partial|unclassified	2.5000996844
UniRef50_F9PVT6: Conserved domain protein	2.4995672705
UniRef50_F9PVT6: Conserved domain protein|unclassified	2.4995672705
UniRef50_B6IS08	2.4985694344
UniRef50_B6IS08|unclassified	2.4985694344
UniRef50_UPI000379382A: hypothetical protein	2.4919651859
UniRef50_UPI000379382A: hypothetical protein|unclassified	2.4919651859
UniRef50_UPI00037B6C01: hypothetical protein	2.4838883973
UniRef50_UPI00037B6C01: hypothetical protein|unclassified	2.4838883973
UniRef50_A9B5Q3: Beta-lactamase domain protein	2.4829773604
UniRef50_A9B5Q3: Beta-lactamase domain protein|unclassified	2.4829773604
UniRef50_A4XI82: Beta-lactamase domain protein	2.4762828760
UniRef50_A4XI82: Beta-lactamase domain protein|unclassified	2.4762828760
UniRef50_UPI00034C2DB8: hypothetical protein	2.4715167097
UniRef50_UPI00034C2DB8: hypothetical protein|unclassified	2.4715167097
UniRef50_T1AXZ5: Copper/silver efflux system, membrane component (Fragment)	2.4707443922
UniRef50_T1AXZ5: Copper/silver efflux system, membrane component (Fragment)|unclassified	2.4707443922
UniRef50_V4QW70	2.4697144092
UniRef50_V4QW70|unclassified	2.4697144092
UniRef50_UPI0002F175F5: hypothetical protein	2.4624345695
UniRef50_UPI0002F175F5: hypothetical protein|unclassified	2.4624345695
UniRef50_UPI00028850DD: transcriptional regulator, MerR family protein, partial	2.4552472537
UniRef50_UPI00028850DD: transcriptional regulator, MerR family protein, partial|unclassified	2.4552472537
UniRef50_J7LW85	2.4542237865
UniRef50_J7LW85|unclassified	2.4542237865
UniRef50_C6NX96: Transcriptional regulator, MerR family	2.4426414364
UniRef50_C6NX96: Transcriptional regulator, MerR family|unclassified	2.4426414364
UniRef50_A0A021XAP2	2.4337230006
UniRef50_A0A021XAP2|unclassified	2.4337230006
UniRef50_UPI00037DB6D6: hypothetical protein	2.4233723421
UniRef50_UPI00037DB6D6: hypothetical protein|unclassified	2.4233723421
UniRef50_T1C746: Acriflavin resistance protein (Fragment)	2.4207351476
UniRef50_T1C746: Acriflavin resistance protein (Fragment)|unclassified	2.4207351476
UniRef50_E2NSJ7	2.4187534599
UniRef50_E2NSJ7|unclassified	2.4187534599
UniRef50_UPI0004723716: hypothetical protein	2.4154109658
UniRef50_UPI0004723716: hypothetical protein|unclassified	2.4154109658
UniRef50_UPI0003B580DA: hypothetical protein	2.3919593968
UniRef50_UPI0003B580DA: hypothetical protein|unclassified	2.3919593968
UniRef50_D2QVS4	2.3891999452
UniRef50_D2QVS4|unclassified	2.3891999452
UniRef50_C0N3C5	2.3838540228
UniRef50_C0N3C5|unclassified	2.3838540228
UniRef50_UPI0001A43A36: multidrug transporter	2.3811319533
UniRef50_UPI0001A43A36: multidrug transporter|unclassified	2.3811319533
UniRef50_UPI0003740C78: hypothetical protein	2.3756914000
UniRef50_UPI0003740C78: hypothetical protein|unclassified	2.3756914000
UniRef50_UPI0002E3626C: hypothetical protein	2.3747186523
UniRef50_UPI0002E3626C: hypothetical protein|unclassified	2.3747186523
UniRef50_UPI00036E36A3: NAD dependent epimerase/dehydratase, partial	2.3648526305
UniRef50_UPI00036E36A3: NAD dependent epimerase/dehydratase, partial|unclassified	2.3648526305
UniRef50_S1S1P0	2.3642062591
UniRef50_S1S1P0|unclassified	2.3642062591
UniRef50_UPI0003B775EB: MerR family transcriptional regulator	2.3501207037
UniRef50_UPI0003B775EB: MerR family transcriptional regulator|unclassified	2.3501207037
UniRef50_UPI0002E60419: hypothetical protein	2.3412668430
UniRef50_UPI0002E60419: hypothetical protein|unclassified	2.3412668430
UniRef50_Q1AV40	2.3358966737
UniRef50_Q1AV40|unclassified	2.3358966737
UniRef50_I3Z045	2.3249454039
UniRef50_I3Z045|unclassified	2.3249454039
UniRef50_H6LC03	2.3219010688
UniRef50_H6LC03|unclassified	2.3219010688
UniRef50_M2AY38: Metal transport-related, exported protein	2.3184885374
UniRef50_M2AY38: Metal transport-related, exported protein|unclassified	2.3184885374
UniRef50_E4TIX9: Metallo-beta-lactamase family protein	2.3184753757
UniRef50_E4TIX9: Metallo-beta-lactamase family protein|unclassified	2.3184753757
UniRef50_UPI0003824E0F: hypothetical protein	2.3106426802
UniRef50_UPI0003824E0F: hypothetical protein|unclassified	2.3106426802
UniRef50_E8N1Y8	2.2917665192
UniRef50_E8N1Y8|unclassified	2.2917665192
UniRef50_G8TA63: Efflux transporter, RND family, MFP subunit	2.2846861331
UniRef50_G8TA63: Efflux transporter, RND family, MFP subunit|unclassified	2.2846861331
UniRef50_E3EY23	2.2700113219
UniRef50_E3EY23|unclassified	2.2700113219
UniRef50_W5Y229	2.2475488962
UniRef50_W5Y229|unclassified	2.2475488962
UniRef50_UPI000249022D: regulatory protein MerR	2.2442037997
UniRef50_UPI000249022D: regulatory protein MerR|unclassified	2.2442037997
UniRef50_UPI000370A5A8: hypothetical protein, partial	2.2435362863
UniRef50_UPI000370A5A8: hypothetical protein, partial|unclassified	2.2435362863
UniRef50_UPI0003C11530: PREDICTED: probable transcriptional regulator ycf27-like	2.2297867032
UniRef50_UPI0003C11530: PREDICTED: probable transcriptional regulator ycf27-like|unclassified	2.2297867032
UniRef50_E6QP54: Efflux transporter, RND family, MFP subunit	2.2207843228
UniRef50_E6QP54: Efflux transporter, RND family, MFP subunit|unclassified	2.2207843228
UniRef50_UPI0004762C50: hypothetical protein	2.2169577217
UniRef50_UPI0004762C50: hypothetical protein|unclassified	2.2169577217
UniRef50_UPI000469C931: hypothetical protein	2.2069018424
UniRef50_UPI000469C931: hypothetical protein|unclassified	2.2069018424
UniRef50_B2A2F8: Beta-lactamase domain protein	2.2055211377
UniRef50_B2A2F8: Beta-lactamase domain protein|unclassified	2.2055211377
UniRef50_V4GVI5	2.1972933818
UniRef50_V4GVI5|unclassified	2.1972933818
UniRef50_UPI000348D095: hypothetical protein	2.1899636560
UniRef50_UPI000348D095: hypothetical protein|unclassified	2.1899636560
UniRef50_B0P0H1	2.1866790637
UniRef50_B0P0H1|unclassified	2.1866790637
