# Gene Family	SampleCobalt-zinc-cadmium_resistance_Abundance-CPM
UniRef50_E6RIA8: Biotin/lipoyl attachment domain-containing protein|unclassified	17.5319
UniRef50_W1EJD0: Probable Co/Zn/Cd efflux system membrane fusion protein	17.486
UniRef50_W1EJD0: Probable Co/Zn/Cd efflux system membrane fusion protein|unclassified	17.486
UniRef50_R7A4A9	17.4656
UniRef50_R7A4A9|unclassified	17.4656
UniRef50_UPI00037C5139: hypothetical protein	17.41
UniRef50_UPI00037C5139: hypothetical protein|unclassified	17.41
UniRef50_UPI0003B38693: hypothetical protein	17.3346
UniRef50_UPI0003B38693: hypothetical protein|unclassified	17.3346
UniRef50_UPI00047C8E93: hypothetical protein	17.3292
UniRef50_UPI00047C8E93: hypothetical protein|unclassified	17.3292
UniRef50_UPI000463153D: hypothetical protein	17.3099
UniRef50_UPI000463153D: hypothetical protein|unclassified	17.3099
UniRef50_UPI0002559B4A: cation transporter	17.2633
UniRef50_UPI0002559B4A: cation transporter|unclassified	17.2633
UniRef50_A3U325	17.2599
UniRef50_A3U325|unclassified	17.2599
UniRef50_M3G1R2	17.1858
UniRef50_M3G1R2|unclassified	17.1858
UniRef50_UPI00037AADC1: hypothetical protein	17.151
UniRef50_UPI00037AADC1: hypothetical protein|unclassified	17.151
UniRef50_UPI00047C4CE8: hypothetical protein	17.1374
UniRef50_UPI00047C4CE8: hypothetical protein|unclassified	17.1374
UniRef50_I7FP16	17.1135
UniRef50_I7FP16|unclassified	17.1135
UniRef50_I9KKK2	17.0901
UniRef50_I9KKK2|unclassified	17.0901
UniRef50_UPI0003B75135: MerR family transcriptional regulator	17.0566
UniRef50_UPI0003B75135: MerR family transcriptional regulator|unclassified	17.0566
UniRef50_T1EG80	17.0126
UniRef50_T1EG80|unclassified	17.0126
UniRef50_UPI000463E954: hypothetical protein	17.0072
UniRef50_UPI000463E954: hypothetical protein|unclassified	17.0072
UniRef50_S3Y2Y5	16.9911
UniRef50_S3Y2Y5|unclassified	16.9911
UniRef50_A5V999	16.8799
UniRef50_A5V999|unclassified	16.8799
UniRef50_UPI0003133FA6: hypothetical protein	16.8648
UniRef50_UPI0003133FA6: hypothetical protein|unclassified	16.8648
UniRef50_UPI0004090215: hypothetical protein	16.8632
UniRef50_UPI0004090215: hypothetical protein|unclassified	16.8632
UniRef50_UPI00046D6C22: hypothetical protein	16.855
UniRef50_UPI00046D6C22: hypothetical protein|unclassified	16.855
UniRef50_UPI000360D524: hypothetical protein	16.8282
UniRef50_UPI000360D524: hypothetical protein|unclassified	16.8282
UniRef50_V6EX92	16.8247
UniRef50_V6EX92|unclassified	16.8247
UniRef50_UPI0003B43852: membrane protein	16.7168
UniRef50_UPI0003B43852: membrane protein|unclassified	16.7168
UniRef50_F0NYY4: Beta-lactamase domain protein	16.7077
UniRef50_F0NYY4: Beta-lactamase domain protein|unclassified	16.7077
UniRef50_S2WI86	16.6945
UniRef50_S2WI86|unclassified	16.6945
UniRef50_M4NFM2	16.694
UniRef50_M4NFM2|unclassified	16.694
UniRef50_B1ZRL9	16.6931
UniRef50_B1ZRL9|unclassified	16.6931
UniRef50_X1UCW6: Marine sediment metagenome DNA, contig: S12H4_S09225 (Fragment)	16.6823
UniRef50_X1UCW6: Marine sediment metagenome DNA, contig: S12H4_S09225 (Fragment)|unclassified	16.6823
UniRef50_I4CZK8	16.6658
UniRef50_I4CZK8|unclassified	16.6658
UniRef50_J3AJ72: Membrane-fusion protein	16.6372
UniRef50_J3AJ72: Membrane-fusion protein|unclassified	16.6372
UniRef50_UPI00034D144B: hypothetical protein	16.5356
UniRef50_UPI00034D144B: hypothetical protein|unclassified	16.5356
UniRef50_UPI0003B60712: membrane protein	16.5126
UniRef50_UPI0003B60712: membrane protein|unclassified	16.5126
UniRef50_F8ER39	16.4809
UniRef50_F8ER39|unclassified	16.4809
UniRef50_X1HQW8: Marine sediment metagenome DNA, contig: S03H2_S10794	16.4647
UniRef50_X1HQW8: Marine sediment metagenome DNA, contig: S03H2_S10794|unclassified	16.4647
UniRef50_C7Q260: Major facilitator superfamily MFS_1	16.4219
UniRef50_C7Q260: Major facilitator superfamily MFS_1|unclassified	16.4219
UniRef50_G4QHI2	16.419
UniRef50_G4QHI2|unclassified	16.419
UniRef50_A5ZLZ2	16.4077
UniRef50_A5ZLZ2|unclassified	16.4077
UniRef50_C1A9Z4	16.3084
UniRef50_C1A9Z4|unclassified	16.3084
UniRef50_F6BGI5: Beta-lactamase domain protein	16.2834
UniRef50_F6BGI5: Beta-lactamase domain protein|unclassified	16.2834
UniRef50_UPI00036D85F8: hypothetical protein	16.2753
UniRef50_UPI00036D85F8: hypothetical protein|unclassified	16.2753
UniRef50_N6YFN8: RND family efflux transporter MFP subunit (Fragment)	16.2252
UniRef50_N6YFN8: RND family efflux transporter MFP subunit (Fragment)|unclassified	16.2252
UniRef50_UPI00047967E4: transporter	16.2105
UniRef50_UPI00047967E4: transporter|unclassified	16.2105
UniRef50_UPI0004651951: chemotaxis protein CheY	16.209
UniRef50_UPI0004651951: chemotaxis protein CheY|unclassified	16.209
UniRef50_F7NZT2: Membrane-fusion protein	16.187
UniRef50_F7NZT2: Membrane-fusion protein|unclassified	16.187
UniRef50_UPI0003716686: hypothetical protein	16.1629
UniRef50_UPI0003716686: hypothetical protein|unclassified	16.1629
UniRef50_UPI0000227051: hypothetical protein	16.1333
UniRef50_UPI0000227051: hypothetical protein|unclassified	16.1333
UniRef50_R5GU93: Metallo-beta-lactamase family protein	16.0699
UniRef50_R5GU93: Metallo-beta-lactamase family protein|unclassified	16.0699
UniRef50_J7QEA3: Metallo-beta-lactamase family protein	16.0146
UniRef50_J7QEA3: Metallo-beta-lactamase family protein|unclassified	16.0146
UniRef50_UPI00037123BB: hypothetical protein	15.9149
UniRef50_UPI00037123BB: hypothetical protein|unclassified	15.9149
UniRef50_Q8KFF0	15.9116
UniRef50_Q8KFF0|unclassified	15.9116
UniRef50_UPI0003B634CA: hypothetical protein, partial	15.9107
UniRef50_UPI0003B634CA: hypothetical protein, partial|unclassified	15.9107
UniRef50_X0Y4F6: Marine sediment metagenome DNA, contig: S01H1_S30579 (Fragment)	15.8804
UniRef50_X0Y4F6: Marine sediment metagenome DNA, contig: S01H1_S30579 (Fragment)|unclassified	15.8804
UniRef50_UPI00040DA7B1: hypothetical protein	15.8675
UniRef50_UPI00040DA7B1: hypothetical protein|unclassified	15.8675
UniRef50_UPI00016A32D6: transporter, hydrophobe/amphiphile efflux-1 (HAE1) family protein, partial	15.8486
UniRef50_UPI00016A32D6: transporter, hydrophobe/amphiphile efflux-1 (HAE1) family protein, partial|unclassified	15.8486
UniRef50_UPI00047EB7BD: hypothetical protein	15.8272
UniRef50_UPI00047EB7BD: hypothetical protein|unclassified	15.8272
UniRef50_R5LZL0: Efflux transporter RND family MFP subunit	15.8267
UniRef50_R5LZL0: Efflux transporter RND family MFP subunit|unclassified	15.8267
UniRef50_A4C6K9: Co/Zn/Cd efflux system component	15.7991
UniRef50_A4C6K9: Co/Zn/Cd efflux system component|unclassified	15.7991
UniRef50_UPI00036DBDD7: hypothetical protein	15.7677
UniRef50_UPI00036DBDD7: hypothetical protein|unclassified	15.7677
UniRef50_UPI00034698C7: MerR family transcriptional regulator	15.7591
UniRef50_UPI00034698C7: MerR family transcriptional regulator|unclassified	15.7591
UniRef50_E6SHH7: Beta-lactamase-like protein	15.7454
UniRef50_E6SHH7: Beta-lactamase-like protein|unclassified	15.7454
UniRef50_UPI0003767528: hypothetical protein	15.709
UniRef50_UPI0003767528: hypothetical protein|unclassified	15.709
UniRef50_V5ZG46: Cation efflux system protein CusA	15.6912
UniRef50_V5ZG46: Cation efflux system protein CusA|unclassified	15.6912
UniRef50_C7RJF7: Efflux transporter, RND family, MFP subunit	15.6652
UniRef50_C7RJF7: Efflux transporter, RND family, MFP subunit|unclassified	15.6652
UniRef50_R6XK30	15.6645
UniRef50_R6XK30|unclassified	15.6645
UniRef50_UPI000479D4CD: hypothetical protein	15.5816
UniRef50_UPI000479D4CD: hypothetical protein|unclassified	15.5816
UniRef50_C7RT85: Twin-arginine translocation pathway signal	15.5055
UniRef50_C7RT85: Twin-arginine translocation pathway signal|unclassified	15.5055
UniRef50_UPI00037EE5E8: hypothetical protein	15.4527
UniRef50_UPI00037EE5E8: hypothetical protein|unclassified	15.4527
UniRef50_UPI000347A721: hypothetical protein	15.4421
UniRef50_UPI000347A721: hypothetical protein|unclassified	15.4421
UniRef50_UPI0000DAEBB3: hypothetical protein	15.4412
UniRef50_UPI0000DAEBB3: hypothetical protein|unclassified	15.4412
UniRef50_UPI000478F90C: XRE family transcriptional regulator	15.4276
UniRef50_UPI000478F90C: XRE family transcriptional regulator|unclassified	15.4276
UniRef50_A8GH73	15.4011
UniRef50_A8GH73|unclassified	15.4011
UniRef50_W5JLL9: Beta lactamase	15.397
UniRef50_W5JLL9: Beta lactamase|unclassified	15.397
UniRef50_Q7PPW0: AGAP003337-PA	15.3674
UniRef50_Q7PPW0: AGAP003337-PA|unclassified	15.3674
UniRef50_UPI0003643474: hypothetical protein	15.3461
UniRef50_UPI0003643474: hypothetical protein|unclassified	15.3461
UniRef50_W7VTK1: Transporter, EamA family (Fragment)	15.3147
UniRef50_W7VTK1: Transporter, EamA family (Fragment)|unclassified	15.3147
UniRef50_UPI00031083DF: hypothetical protein	15.2837
UniRef50_UPI00031083DF: hypothetical protein|unclassified	15.2837
UniRef50_M3HTT5	15.2835
UniRef50_M3HTT5|unclassified	15.2835
UniRef50_UPI00046E4E08: hypothetical protein	15.2835
UniRef50_UPI00046E4E08: hypothetical protein|unclassified	15.2835
UniRef50_UPI000477C44C: membrane protein	15.2544
UniRef50_UPI000477C44C: membrane protein|unclassified	15.2544
UniRef50_D1BDE6: Putative transcription activator	15.2026
UniRef50_D1BDE6: Putative transcription activator|unclassified	15.2026
UniRef50_K0B199: Beta-lactamase domain-containing protein	15.1822
UniRef50_K0B199: Beta-lactamase domain-containing protein|unclassified	15.1822
UniRef50_U1XWN6	15.1525
UniRef50_U1XWN6|unclassified	15.1525
UniRef50_UPI0003736ED8: hypothetical protein	15.1379
UniRef50_UPI0003736ED8: hypothetical protein|unclassified	15.1379
UniRef50_UPI0004712541: hypothetical protein	15.1374
UniRef50_UPI0004712541: hypothetical protein|unclassified	15.1374
UniRef50_I4CC15: Membrane-fusion protein	15.1013
UniRef50_I4CC15: Membrane-fusion protein|unclassified	15.1013
UniRef50_UPI00036803BC: hypothetical protein	15.0182
UniRef50_UPI00036803BC: hypothetical protein|unclassified	15.0182
UniRef50_W5X6H0: Putative ATPase	15.0126
UniRef50_W5X6H0: Putative ATPase|unclassified	15.0126
UniRef50_R5BNW3: Metallo-beta-lactamase domain protein	15.0085
UniRef50_R5BNW3: Metallo-beta-lactamase domain protein|unclassified	15.0085
UniRef50_A1UP52	14.963
UniRef50_A1UP52|unclassified	14.963
UniRef50_D9RAS1: Beta-lactamase domain-containing protein	14.9263
UniRef50_D9RAS1: Beta-lactamase domain-containing protein|unclassified	14.9263
UniRef50_UPI00024930CE: MerR family transcriptional regulator	14.887
UniRef50_UPI00024930CE: MerR family transcriptional regulator|unclassified	14.887
UniRef50_UPI00029AA0DA: RND family efflux transporter MFP subunit	14.8638
UniRef50_UPI00029AA0DA: RND family efflux transporter MFP subunit|unclassified	14.8638
UniRef50_Q1GQ15	14.8342
UniRef50_Q1GQ15|unclassified	14.8342
UniRef50_W0BJD2: Membrane-fusion protein	14.8266
UniRef50_W0BJD2: Membrane-fusion protein|unclassified	14.8266
UniRef50_U1EBS2	14.8127
UniRef50_U1EBS2|unclassified	14.8127
UniRef50_UPI00037E6CD4: hypothetical protein	14.7797
UniRef50_UPI00037E6CD4: hypothetical protein|unclassified	14.7797
UniRef50_UPI00038138DF: hypothetical protein	14.776
UniRef50_UPI00038138DF: hypothetical protein|unclassified	14.776
UniRef50_A3XMT4	14.7492
UniRef50_A3XMT4|unclassified	14.7492
UniRef50_K9CP70	14.7327
UniRef50_K9CP70|unclassified	14.7327
UniRef50_UPI000476038C: hypothetical protein	14.7233
UniRef50_UPI000476038C: hypothetical protein|unclassified	14.7233
UniRef50_A8FZV4: Beta-lactamase-like protein	14.7039
UniRef50_A8FZV4: Beta-lactamase-like protein|unclassified	14.7039
UniRef50_UPI0003739787: hypothetical protein	14.6938
UniRef50_UPI0003739787: hypothetical protein|unclassified	14.6938
UniRef50_UPI00035C52EC: hypothetical protein, partial	14.6815
UniRef50_UPI00035C52EC: hypothetical protein, partial|unclassified	14.6815
UniRef50_UPI0003608F1F: hypothetical protein	14.6635
UniRef50_UPI0003608F1F: hypothetical protein|unclassified	14.6635
UniRef50_W6LRK0: HlyD family secretion protein	14.6522
UniRef50_W6LRK0: HlyD family secretion protein|unclassified	14.6522
UniRef50_W1GXR4: Predicted membrane fusion protein (MFP) component of efflux pump, membrane anchor protein YbhG	14.6503
UniRef50_W1GXR4: Predicted membrane fusion protein (MFP) component of efflux pump, membrane anchor protein YbhG|unclassified	14.6503
UniRef50_UPI00047964ED: multidrug DMT transporter permease	14.6381
UniRef50_UPI00047964ED: multidrug DMT transporter permease|unclassified	14.6381
UniRef50_UPI0003B50E3D: membrane protein, partial	14.6142
UniRef50_UPI0003B50E3D: membrane protein, partial|unclassified	14.6142
UniRef50_K2DL01	14.5852
UniRef50_K2DL01|unclassified	14.5852
UniRef50_UPI0001FFF219: beta-lactamase-like protein	14.5332
UniRef50_UPI0001FFF219: beta-lactamase-like protein|unclassified	14.5332
UniRef50_UPI00037993CC: hypothetical protein, partial	14.5083
UniRef50_UPI00037993CC: hypothetical protein, partial|unclassified	14.5083
UniRef50_UPI0003733B91: hypothetical protein, partial	14.4831
UniRef50_UPI0003733B91: hypothetical protein, partial|unclassified	14.4831
UniRef50_UPI0002378395: membrane protein	14.4378
UniRef50_UPI0002378395: membrane protein|unclassified	14.4378
UniRef50_K1RYT2	14.4308
UniRef50_K1RYT2|unclassified	14.4308
UniRef50_UPI00047C08E1: multidrug transporter	14.38
UniRef50_UPI00047C08E1: multidrug transporter|unclassified	14.38
UniRef50_UPI000469265E: hypothetical protein	14.315
UniRef50_UPI000469265E: hypothetical protein|unclassified	14.315
UniRef50_UPI00046AAB53: hypothetical protein	14.2682
UniRef50_UPI00046AAB53: hypothetical protein|unclassified	14.2682
UniRef50_W4PFV6: ABC transporter permease	14.2501
UniRef50_W4PFV6: ABC transporter permease|unclassified	14.2501
UniRef50_UPI00036BB8E1: hypothetical protein	14.2459
UniRef50_UPI00036BB8E1: hypothetical protein|unclassified	14.2459
UniRef50_E0UHG4	14.2387
UniRef50_E0UHG4|unclassified	14.2387
UniRef50_UPI00046FB1CF: hypothetical protein	14.1996
UniRef50_UPI00046FB1CF: hypothetical protein|unclassified	14.1996
UniRef50_R5KUX4: Metallo-beta-lactamase domain protein	14.1931
UniRef50_R5KUX4: Metallo-beta-lactamase domain protein|unclassified	14.1931
UniRef50_H1HS10	14.1258
UniRef50_H1HS10|unclassified	14.1258
UniRef50_UPI0003B64434: MerR family transcriptional regulator	14.1044
UniRef50_UPI0003B64434: MerR family transcriptional regulator|unclassified	14.1044
UniRef50_V5X725	14.0703
UniRef50_V5X725|unclassified	14.0703
UniRef50_W7W7U0: Membrane fusion protein cluster 2 protein	14.0502
UniRef50_W7W7U0: Membrane fusion protein cluster 2 protein|unclassified	14.0502
UniRef50_A0A011US20	14.001
UniRef50_A0A011US20|unclassified	14.001
UniRef50_N9MHU4	14.001
UniRef50_N9MHU4|unclassified	14.001
UniRef50_W7PY43	14.001
UniRef50_W7PY43|unclassified	14.001
UniRef50_W7W5Z4	14.001
UniRef50_W7W5Z4|unclassified	14.001
UniRef50_X1BUC7: Marine sediment metagenome DNA, contig: S01H4_S14151 (Fragment)	13.9522
UniRef50_X1BUC7: Marine sediment metagenome DNA, contig: S01H4_S14151 (Fragment)|unclassified	13.9522
UniRef50_G0S9R5	13.8583
UniRef50_G0S9R5|unclassified	13.8583
UniRef50_K5CZW6	13.8434
UniRef50_K5CZW6|unclassified	13.8434
UniRef50_UPI0003F6C604: hypothetical protein	13.8231
UniRef50_UPI0003F6C604: hypothetical protein|unclassified	13.8231
UniRef50_H9WPW7	13.803
UniRef50_H9WPW7|unclassified	13.803
UniRef50_D7WCF7: Metallo-beta-lactamase domain protein	13.7964
UniRef50_D7WCF7: Metallo-beta-lactamase domain protein|unclassified	13.7964
UniRef50_UPI0002631A88: hypothetical protein, partial	13.7866
UniRef50_UPI0002631A88: hypothetical protein, partial|unclassified	13.7866
UniRef50_F0TCY7: Copper binding periplasmic protein CusF	13.6967
UniRef50_F0TCY7: Copper binding periplasmic protein CusF|unclassified	13.6967
UniRef50_J2HD65	13.6867
UniRef50_J2HD65|unclassified	13.6867
UniRef50_UPI0003F0F237: PREDICTED: S-formylglutathione hydrolase-like, partial	13.6665
UniRef50_UPI0003F0F237: PREDICTED: S-formylglutathione hydrolase-like, partial|unclassified	13.6665
UniRef50_UPI000473EBD3: MerR family transcriptional regulator	13.6602
UniRef50_UPI000473EBD3: MerR family transcriptional regulator|unclassified	13.6602
UniRef50_J3QJQ4	13.6326
UniRef50_J3QJQ4|unclassified	13.6326
UniRef50_V6SJ34	13.6219
UniRef50_V6SJ34|unclassified	13.6219
UniRef50_R7D969: Metallo-beta-lactamase domain protein	13.5763
UniRef50_R7D969: Metallo-beta-lactamase domain protein|unclassified	13.5763
UniRef50_F4MYS4	13.5465
UniRef50_F4MYS4|unclassified	13.5465
UniRef50_D2QL16: Efflux transporter, RND family, MFP subunit	13.5427
UniRef50_D2QL16: Efflux transporter, RND family, MFP subunit|unclassified	13.5427
UniRef50_UPI00047DEE62: hypothetical protein	13.528
UniRef50_UPI00047DEE62: hypothetical protein|unclassified	13.528
UniRef50_E1YK21	13.4943
UniRef50_E1YK21|unclassified	13.4943
UniRef50_I4AG49: Multidrug resistance efflux pump	13.4874
UniRef50_I4AG49: Multidrug resistance efflux pump|unclassified	13.4874
UniRef50_X1VH65: Marine sediment metagenome DNA, contig: S12H4_S24675 (Fragment)	13.4618
UniRef50_X1VH65: Marine sediment metagenome DNA, contig: S12H4_S24675 (Fragment)|unclassified	13.4618
UniRef50_UPI00046375AE: hypothetical protein	13.4372
UniRef50_UPI00046375AE: hypothetical protein|unclassified	13.4372
UniRef50_UPI00046FA4E3: hypothetical protein	13.3825
UniRef50_UPI00046FA4E3: hypothetical protein|unclassified	13.3825
UniRef50_A0A011PJP9	13.3812
UniRef50_A0A011PJP9|unclassified	13.3812
UniRef50_R7BI49: Metallo-beta-lactamase family protein	13.3739
UniRef50_R7BI49: Metallo-beta-lactamase family protein|unclassified	13.3739
UniRef50_UPI0003B63E93: PhoB family transcriptional regulator	13.3643
UniRef50_UPI0003B63E93: PhoB family transcriptional regulator|unclassified	13.3643
UniRef50_S6BJ12	13.3151
UniRef50_S6BJ12|unclassified	13.3151
UniRef50_D6DFY7	13.3033
UniRef50_D6DFY7|unclassified	13.3033
UniRef50_K1HSY0	13.178
UniRef50_K1HSY0|unclassified	13.178
UniRef50_UPI0003B48AA1: MerR family transcriptional regulator	13.1724
UniRef50_UPI0003B48AA1: MerR family transcriptional regulator|unclassified	13.1724
UniRef50_Q125G3: Beta-lactamase-like protein	13.1708
UniRef50_Q125G3: Beta-lactamase-like protein|unclassified	13.1708
UniRef50_UPI0003710996: hypothetical protein	13.1707
UniRef50_UPI0003710996: hypothetical protein|unclassified	13.1707
UniRef50_UPI0002D586BC: hypothetical protein	13.1288
UniRef50_UPI0002D586BC: hypothetical protein|unclassified	13.1288
UniRef50_R5KFP2: Metallo-beta-lactamase	13.0816
UniRef50_R5KFP2: Metallo-beta-lactamase|unclassified	13.0816
UniRef50_A0A031IFZ6: Cobalt-zinc-cadmium resistance protein CzcD	13.0282
UniRef50_A0A031IFZ6: Cobalt-zinc-cadmium resistance protein CzcD|unclassified	13.0282
UniRef50_UPI00029ACA5F: transcriptional regulator, MerR family protein	13.0132
UniRef50_UPI00029ACA5F: transcriptional regulator, MerR family protein|unclassified	13.0132
UniRef50_UPI00046CE546: hypothetical protein	12.9861
UniRef50_UPI00046CE546: hypothetical protein|unclassified	12.9861
UniRef50_R7GP95: Metallo-beta-lactamase domain protein	12.96
UniRef50_R7GP95: Metallo-beta-lactamase domain protein|unclassified	12.96
UniRef50_I4BD32	12.9222
UniRef50_I4BD32|unclassified	12.9222
UniRef50_J2I2M8	12.8967
UniRef50_J2I2M8|unclassified	12.8967
UniRef50_UPI00047909DC: RND transporter	12.8951
UniRef50_UPI00047909DC: RND transporter|unclassified	12.8951
UniRef50_UPI00034BF01D: hypothetical protein	12.7933
UniRef50_UPI00034BF01D: hypothetical protein|unclassified	12.7933
UniRef50_R4WDW4: Beta lactamase domain	12.7373
UniRef50_R4WDW4: Beta lactamase domain|unclassified	12.7373
UniRef50_W9VJC5: Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family	12.6589
UniRef50_W9VJC5: Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein, CzcB family|unclassified	12.6589
UniRef50_UPI0003772AB0: hypothetical protein	12.5797
UniRef50_UPI0003772AB0: hypothetical protein|unclassified	12.5797
UniRef50_UPI00039F7275: chemotaxis protein CheY	12.5598
UniRef50_UPI00039F7275: chemotaxis protein CheY|unclassified	12.5598
UniRef50_S8Q2F9	12.5134
UniRef50_S8Q2F9|unclassified	12.5134
UniRef50_UPI0004778348: hypothetical protein	12.4977
UniRef50_UPI0004778348: hypothetical protein|unclassified	12.4977
UniRef50_I6Z6F2	12.4471
UniRef50_I6Z6F2|unclassified	12.4471
UniRef50_UPI000225C145: secretion protein HlyD	12.3673
UniRef50_UPI000225C145: secretion protein HlyD|unclassified	12.3673
UniRef50_D1CIP0: Beta-lactamase domain protein	12.3409
UniRef50_D1CIP0: Beta-lactamase domain protein|unclassified	12.3409
UniRef50_R6JGW7: Metallo-beta-lactamase domain protein	12.2323
UniRef50_R6JGW7: Metallo-beta-lactamase domain protein|unclassified	12.2323
UniRef50_F9ZRU1	12.2273
UniRef50_F9ZRU1|unclassified	12.2273
UniRef50_D2V552: Metallo-beta-lactamase family protein	12.1507
UniRef50_D2V552: Metallo-beta-lactamase family protein|unclassified	12.1507
UniRef50_C7PKN4	12.1385
UniRef50_C7PKN4|unclassified	12.1385
UniRef50_E2SE68	12.1183
UniRef50_E2SE68|unclassified	12.1183
UniRef50_UPI0003B60005: cobalt transporter	12.1111
UniRef50_UPI0003B60005: cobalt transporter|unclassified	12.1111
UniRef50_H7FQA6: Co/Zn/Cd efflux system membrane fusion protein	12.1077
UniRef50_H7FQA6: Co/Zn/Cd efflux system membrane fusion protein|unclassified	12.1077
UniRef50_H1QBQ9	12.0746
UniRef50_H1QBQ9|unclassified	12.0746
UniRef50_X0UFN2: Marine sediment metagenome DNA, contig: S01H1_S10698 (Fragment)	12.0402
UniRef50_X0UFN2: Marine sediment metagenome DNA, contig: S01H1_S10698 (Fragment)|unclassified	12.0402
UniRef50_UPI0003B551B1: hemolysin D	12.0205
UniRef50_UPI0003B551B1: hemolysin D|unclassified	12.0205
UniRef50_UPI000313C019: hypothetical protein	12.0134
UniRef50_UPI000313C019: hypothetical protein|unclassified	12.0134
UniRef50_A5G5N2: Beta-lactamase domain protein	11.9851
UniRef50_A5G5N2: Beta-lactamase domain protein|unclassified	11.9851
UniRef50_UPI0003B71CCF: beta-lactamase	11.9489
UniRef50_UPI0003B71CCF: beta-lactamase|unclassified	11.9489
UniRef50_UPI0001BC2E58: putative transcriptional regulator	11.9305
UniRef50_UPI0001BC2E58: putative transcriptional regulator|unclassified	11.9305
UniRef50_V2MK24	11.9281
UniRef50_V2MK24|unclassified	11.9281
UniRef50_UPI000463C552: transporter	11.9175
UniRef50_UPI000463C552: transporter|unclassified	11.9175
UniRef50_UPI000471179D: hypothetical protein	11.8828
UniRef50_UPI000471179D: hypothetical protein|unclassified	11.8828
UniRef50_Q7MV11: Metallo-beta-lactamase family protein	11.878
UniRef50_Q7MV11: Metallo-beta-lactamase family protein|unclassified	11.878
UniRef50_UPI00047A75F1: hypothetical protein	11.874
UniRef50_UPI00047A75F1: hypothetical protein|unclassified	11.874
UniRef50_UPI00036D3A8C: hypothetical protein	11.816
UniRef50_UPI00036D3A8C: hypothetical protein|unclassified	11.816
UniRef50_H6RQX6	11.8027
UniRef50_H6RQX6|unclassified	11.8027
UniRef50_UPI00028904E4: two-component response regulator	11.8006
UniRef50_UPI00028904E4: two-component response regulator|unclassified	11.8006
UniRef50_A0LDZ9: Beta-lactamase domain protein	11.8005
UniRef50_A0LDZ9: Beta-lactamase domain protein|unclassified	11.8005
UniRef50_UPI00046FC31D: hypothetical protein	11.7784
UniRef50_UPI00046FC31D: hypothetical protein|unclassified	11.7784
UniRef50_R7DI81	11.7751
UniRef50_R7DI81|unclassified	11.7751
UniRef50_UPI0003B6B948: membrane protein	11.7082
UniRef50_UPI0003B6B948: membrane protein|unclassified	11.7082
UniRef50_UPI0003A6168E: hemolysin D	11.7059
UniRef50_UPI0003A6168E: hemolysin D|unclassified	11.7059
UniRef50_UPI000301ABA8: hypothetical protein	11.6325
UniRef50_UPI000301ABA8: hypothetical protein|unclassified	11.6325
UniRef50_UPI000366450A: hypothetical protein	11.5951
UniRef50_UPI000366450A: hypothetical protein|unclassified	11.5951
UniRef50_UPI00036E55F1: hypothetical protein	11.5831
UniRef50_UPI00036E55F1: hypothetical protein|unclassified	11.5831
UniRef50_UPI00032A2821: PREDICTED: multidrug resistance protein MexB-like	11.582
UniRef50_UPI00032A2821: PREDICTED: multidrug resistance protein MexB-like|unclassified	11.582
UniRef50_Q0FXX1	11.5555
UniRef50_Q0FXX1|unclassified	11.5555
UniRef50_UPI00047D8A88: hypothetical protein, partial	11.5127
UniRef50_UPI00047D8A88: hypothetical protein, partial|unclassified	11.5127
UniRef50_W4S378: Drug/metabolite transporter permease	11.5049
UniRef50_W4S378: Drug/metabolite transporter permease|unclassified	11.5049
UniRef50_UPI000369A976: hypothetical protein	11.4436
UniRef50_UPI000369A976: hypothetical protein|unclassified	11.4436
UniRef50_UPI000464C405: transcriptional regulator	11.4404
UniRef50_UPI000464C405: transcriptional regulator|unclassified	11.4404
UniRef50_UPI000288416E: winged helix family two component transcriptional regulator	11.4385
UniRef50_UPI000288416E: winged helix family two component transcriptional regulator|unclassified	11.4385
UniRef50_A0K347	11.4376
UniRef50_A0K347|unclassified	11.4376
UniRef50_UPI00046F5C43: hypothetical protein	11.3998
UniRef50_UPI00046F5C43: hypothetical protein|unclassified	11.3998
UniRef50_UPI0002E75218: hypothetical protein	11.3907
UniRef50_UPI0002E75218: hypothetical protein|unclassified	11.3907
UniRef50_UPI00047633B9: transcriptional regulator	11.3556
UniRef50_UPI00047633B9: transcriptional regulator|unclassified	11.3556
UniRef50_UPI00037FC004: hypothetical protein	11.3403
UniRef50_UPI00037FC004: hypothetical protein|unclassified	11.3403
UniRef50_UPI0004749958: MerR family transcriptional regulator, partial	11.3336
UniRef50_UPI0004749958: MerR family transcriptional regulator, partial|unclassified	11.3336
UniRef50_F0SZN7: Efflux transporter, RND family, MFP subunit	11.3084
UniRef50_F0SZN7: Efflux transporter, RND family, MFP subunit|unclassified	11.3084
UniRef50_C0B1W5: Putative inner membrane transporter RhtA	11.2989
UniRef50_C0B1W5: Putative inner membrane transporter RhtA|unclassified	11.2989
UniRef50_R6ZE18: Efflux transporter RND family MFP subunit	11.294
UniRef50_R6ZE18: Efflux transporter RND family MFP subunit|unclassified	11.294
UniRef50_UPI00035C1E86: hypothetical protein, partial	11.263
UniRef50_UPI00035C1E86: hypothetical protein, partial|unclassified	11.263
