# Gene Family	SampleAmmonia_assimilation_Abundance-CPM
UniRef50_UPI0002E26A3A: hypothetical protein|unclassified	121.979
UniRef50_UPI00047DB4E6: hypothetical protein, partial	120.762
UniRef50_UPI00047DB4E6: hypothetical protein, partial|unclassified	120.762
UniRef50_J8SS54	120.611
UniRef50_J8SS54|unclassified	120.611
UniRef50_UPI00031D5615: hypothetical protein	120.595
UniRef50_UPI00031D5615: hypothetical protein|unclassified	120.595
UniRef50_U7NFB1	120.24
UniRef50_U7NFB1|unclassified	120.24
UniRef50_E5ZRZ6	119.906
UniRef50_E5ZRZ6|unclassified	119.906
UniRef50_V9W3J8	118.582
UniRef50_V9W3J8|unclassified	118.582
UniRef50_W7WPH5	118.085
UniRef50_W7WPH5|unclassified	118.085
UniRef50_UPI0004643DB1: hypothetical protein	116.071
UniRef50_UPI0004643DB1: hypothetical protein|unclassified	116.071
UniRef50_J9FU21: Ferredoxin-NADP(+) reductase subunit alpha	115.974
UniRef50_J9FU21: Ferredoxin-NADP(+) reductase subunit alpha|unclassified	115.974
UniRef50_UPI0003B34439: oxidoreductase, partial	115.902
UniRef50_UPI0003B34439: oxidoreductase, partial|unclassified	115.902
UniRef50_UPI000366C76B: hypothetical protein	115.138
UniRef50_UPI000366C76B: hypothetical protein|unclassified	115.138
UniRef50_UPI000362483E: hypothetical protein	114.396
UniRef50_UPI000362483E: hypothetical protein|unclassified	114.396
UniRef50_UPI000371D381: hypothetical protein, partial	114.232
UniRef50_UPI000371D381: hypothetical protein, partial|unclassified	114.232
UniRef50_X1BQB4: Marine sediment metagenome DNA, contig: S01H4_S12651 (Fragment)	113.865
UniRef50_X1BQB4: Marine sediment metagenome DNA, contig: S01H4_S12651 (Fragment)|unclassified	113.865
UniRef50_UPI00046982E2: transcriptional regulator	113.633
UniRef50_UPI00046982E2: transcriptional regulator|unclassified	113.633
UniRef50_X1TG19: Marine sediment metagenome DNA, contig: S12H4_S15878 (Fragment)	112.773
UniRef50_X1TG19: Marine sediment metagenome DNA, contig: S12H4_S15878 (Fragment)|unclassified	112.773
UniRef50_H2FWA0	112.673
UniRef50_H2FWA0|unclassified	112.673
UniRef50_UPI00037E984B: hypothetical protein	112.602
UniRef50_UPI00037E984B: hypothetical protein|unclassified	112.602
UniRef50_UPI000380CE5C: hypothetical protein	112.365
UniRef50_UPI000380CE5C: hypothetical protein|unclassified	112.365
UniRef50_X0XP52: Marine sediment metagenome DNA, contig: S01H1_S28548 (Fragment)	112.276
UniRef50_X0XP52: Marine sediment metagenome DNA, contig: S01H1_S28548 (Fragment)|unclassified	112.276
UniRef50_UPI00026282D1: two component signal transduction response regulator	112.207
UniRef50_UPI00026282D1: two component signal transduction response regulator|unclassified	112.207
UniRef50_H0P1L8	112.144
UniRef50_H0P1L8|unclassified	112.144
UniRef50_X1SMM1: Marine sediment metagenome DNA, contig: S12H4_L02126 (Fragment)	111.791
UniRef50_X1SMM1: Marine sediment metagenome DNA, contig: S12H4_L02126 (Fragment)|unclassified	111.791
UniRef50_S2SYW7: FAD(NAD)-dependent oxidoreductase (Fragment)	111.49
UniRef50_S2SYW7: FAD(NAD)-dependent oxidoreductase (Fragment)|unclassified	111.49
UniRef50_UPI00036E53D9: hypothetical protein	111.057
UniRef50_UPI00036E53D9: hypothetical protein|unclassified	111.057
UniRef50_UPI0004735D4E: hypothetical protein	110.868
UniRef50_UPI0004735D4E: hypothetical protein|unclassified	110.868
UniRef50_UPI000415F0F0: glutamine amidotransferase	110.684
UniRef50_UPI000415F0F0: glutamine amidotransferase|unclassified	110.684
UniRef50_W0YZA8: Putative transcriptional regulator	110.229
UniRef50_W0YZA8: Putative transcriptional regulator|unclassified	110.229
UniRef50_X6D5Y9	110.218
UniRef50_X6D5Y9|unclassified	110.218
UniRef50_R8Z7H1	109.604
UniRef50_R8Z7H1|unclassified	109.604
UniRef50_S4S394: Ctc9 (Fragment)	108.865
UniRef50_S4S394: Ctc9 (Fragment)|unclassified	108.865
UniRef50_UPI0003B5D1CB: NtrC family response regulator	107.974
UniRef50_UPI0003B5D1CB: NtrC family response regulator|unclassified	107.974
UniRef50_UPI00047D0B9E: Fis family transcriptional regulator	107.605
UniRef50_UPI00047D0B9E: Fis family transcriptional regulator|unclassified	107.605
UniRef50_UPI0004760A7D: hypothetical protein	106.335
UniRef50_UPI0004760A7D: hypothetical protein|unclassified	106.335
UniRef50_X1HES3: Marine sediment metagenome DNA, contig: S03H2_S11766 (Fragment)	106.104
UniRef50_X1HES3: Marine sediment metagenome DNA, contig: S03H2_S11766 (Fragment)|unclassified	106.104
UniRef50_UPI00046CE346: hypothetical protein	105.007
UniRef50_UPI00046CE346: hypothetical protein|unclassified	105.007
UniRef50_R6Y1A8	104.279
UniRef50_R6Y1A8|unclassified	104.279
UniRef50_R6ERF9	103.009
UniRef50_R6ERF9|unclassified	103.009
UniRef50_W4RYD9: Integrase	102.619
UniRef50_W4RYD9: Integrase|unclassified	102.619
UniRef50_E4BCU1	102.525
UniRef50_E4BCU1|unclassified	102.525
UniRef50_UPI0001583E13: hypothetical protein BC1G_04611	101.472
UniRef50_UPI0001583E13: hypothetical protein BC1G_04611|unclassified	101.472
UniRef50_UPI00045EB6E9: hypothetical protein	101.292
UniRef50_UPI00045EB6E9: hypothetical protein|unclassified	101.292
UniRef50_UPI00046CFCCE: hypothetical protein	101.236
UniRef50_UPI00046CFCCE: hypothetical protein|unclassified	101.236
UniRef50_UPI00036348B5: hypothetical protein	101.23
UniRef50_UPI00036348B5: hypothetical protein|unclassified	101.23
UniRef50_UPI000372F680: hypothetical protein	101.193
UniRef50_UPI000372F680: hypothetical protein|unclassified	101.193
UniRef50_U7FJS9	100.779
UniRef50_U7FJS9|unclassified	100.779
UniRef50_UPI000262CFC8: signal transduction histidine kinase, nitrogen specific, NtrB	100.7
UniRef50_UPI000262CFC8: signal transduction histidine kinase, nitrogen specific, NtrB|unclassified	100.7
UniRef50_UPI00029B19C7: protein-P-II uridylyltransferase	100.473
UniRef50_UPI00029B19C7: protein-P-II uridylyltransferase|unclassified	100.473
UniRef50_K2SNL8	100.331
UniRef50_K2SNL8|unclassified	100.331
UniRef50_UPI00036B4BF8: Fis family transcriptional regulator	99.5133
UniRef50_UPI00036B4BF8: Fis family transcriptional regulator|unclassified	99.5133
UniRef50_X1PJP4: Marine sediment metagenome DNA, contig: S06H3_S14416 (Fragment)	99.513
UniRef50_X1PJP4: Marine sediment metagenome DNA, contig: S06H3_S14416 (Fragment)|unclassified	99.513
UniRef50_R6C1P3	98.4536
UniRef50_R6C1P3|unclassified	98.4536
UniRef50_J9GSL9: Glutamate synthase (NADPH) small subunit	98.0914
UniRef50_J9GSL9: Glutamate synthase (NADPH) small subunit|unclassified	98.0914
UniRef50_A0A011NND7	97.7449
UniRef50_A0A011NND7|unclassified	97.7449
UniRef50_A3WWG6	97.5314
UniRef50_A3WWG6|unclassified	97.5314
UniRef50_UPI0003B4B421: hypothetical protein	97.2716
UniRef50_UPI0003B4B421: hypothetical protein|unclassified	97.2716
UniRef50_Q12Q27	96.8792
UniRef50_Q12Q27|unclassified	96.8792
UniRef50_S2LPL5: FAD(NAD)-dependent oxidoreductase	95.952
UniRef50_S2LPL5: FAD(NAD)-dependent oxidoreductase|unclassified	95.952
UniRef50_G1WHD1	95.0387
UniRef50_G1WHD1|unclassified	95.0387
UniRef50_R9A008	94.8865
UniRef50_R9A008|unclassified	94.8865
UniRef50_UPI00036773A5: hypothetical protein	94.7904
UniRef50_UPI00036773A5: hypothetical protein|unclassified	94.7904
UniRef50_X1LRV0: Marine sediment metagenome DNA, contig: S06H3_S08095 (Fragment)	94.4652
UniRef50_X1LRV0: Marine sediment metagenome DNA, contig: S06H3_S08095 (Fragment)|unclassified	94.4652
UniRef50_UPI00046D6887: hypothetical protein	92.9473
UniRef50_UPI00046D6887: hypothetical protein|unclassified	92.9473
UniRef50_UPI00036267F5: hypothetical protein, partial	92.4466
UniRef50_UPI00036267F5: hypothetical protein, partial|unclassified	92.4466
UniRef50_UPI000426F849: hypothetical protein	91.1639
UniRef50_UPI000426F849: hypothetical protein|unclassified	91.1639
UniRef50_A9LZ86: Bifunctional uridylyltransferase/uridylyl-removing enzyme	90.689
UniRef50_A9LZ86: Bifunctional uridylyltransferase/uridylyl-removing enzyme|unclassified	90.689
UniRef50_UPI00047A394B: glutamate synthase	90.3703
UniRef50_UPI00047A394B: glutamate synthase|unclassified	90.3703
UniRef50_UPI0003764571: LuxR family transcriptional regulator	90.0732
UniRef50_UPI0003764571: LuxR family transcriptional regulator|unclassified	90.0732
UniRef50_UPI0003A77BBA: glutamine-synthetase adenylyltransferase	89.9783
UniRef50_UPI0003A77BBA: glutamine-synthetase adenylyltransferase|unclassified	89.9783
UniRef50_UPI0002558CF9: glutamate-ammonia-ligase adenylyltransferase, partial	89.3943
UniRef50_UPI0002558CF9: glutamate-ammonia-ligase adenylyltransferase, partial|unclassified	89.3943
UniRef50_UPI0003B3D2CE: Fis family transcriptional regulator	89.3844
UniRef50_UPI0003B3D2CE: Fis family transcriptional regulator|unclassified	89.3844
UniRef50_R6M784	88.3225
UniRef50_R6M784|unclassified	88.3225
UniRef50_UPI00045E9191: LuxR family transcriptional regulator	87.761
UniRef50_UPI00045E9191: LuxR family transcriptional regulator|unclassified	87.761
UniRef50_K1YC62	86.7695
UniRef50_K1YC62|unclassified	86.7695
UniRef50_A8M7G9	86.7695
UniRef50_A8M7G9|unclassified	86.7695
UniRef50_UPI0003F0A0C2: PREDICTED: glutamate synthase 1 [NADH], chloroplastic-like	83.6204
UniRef50_UPI0003F0A0C2: PREDICTED: glutamate synthase 1 [NADH], chloroplastic-like|unclassified	83.6204
UniRef50_A0A011NJX2: Transcriptional regulatory protein TdiR	82.3858
UniRef50_A0A011NJX2: Transcriptional regulatory protein TdiR|unclassified	82.3858
UniRef50_UPI00037A9485: hypothetical protein	79.9692
UniRef50_UPI00037A9485: hypothetical protein|unclassified	79.9692
UniRef50_D4CDH2: Pyridine nucleotide-disulfide oxidoreductase	79.6155
UniRef50_D4CDH2: Pyridine nucleotide-disulfide oxidoreductase|unclassified	79.6155
UniRef50_UPI000289BA15: Fis family sigma-54 specific transcriptional regulator	79.5162
UniRef50_UPI000289BA15: Fis family sigma-54 specific transcriptional regulator|unclassified	79.5162
UniRef50_Q3EYC9: Hypothetical cytosolic protein	78.8043
UniRef50_Q3EYC9: Hypothetical cytosolic protein|unclassified	78.8043
UniRef50_UPI000363143D: hypothetical protein	78.5646
UniRef50_UPI000363143D: hypothetical protein|unclassified	78.5646
UniRef50_UPI000467C5D6: Fis family transcriptional regulator, partial	78.5434
UniRef50_UPI000467C5D6: Fis family transcriptional regulator, partial|unclassified	78.5434
UniRef50_X1MF26: Marine sediment metagenome DNA, contig: S06H3_L02399 (Fragment)	78.2312
UniRef50_X1MF26: Marine sediment metagenome DNA, contig: S06H3_L02399 (Fragment)|unclassified	78.2312
UniRef50_N3H987: NAD(P)-binding Rossmann-like domain protein (Fragment)	77.5526
UniRef50_N3H987: NAD(P)-binding Rossmann-like domain protein (Fragment)|unclassified	77.5526
UniRef50_UPI00046FD263: hypothetical protein	77.2282
UniRef50_UPI00046FD263: hypothetical protein|unclassified	77.2282
UniRef50_UPI0002883DA1: sigma54-dependent response regulator of C4 dicarboxylate transport, two component DctD, partial	77.1627
UniRef50_UPI0002883DA1: sigma54-dependent response regulator of C4 dicarboxylate transport, two component DctD, partial|unclassified	77.1627
UniRef50_A0A024M8I8	76.8823
UniRef50_A0A024M8I8|unclassified	76.8823
UniRef50_X1CCA7: Marine sediment metagenome DNA, contig: S01H4_S23389 (Fragment)	76.5103
UniRef50_X1CCA7: Marine sediment metagenome DNA, contig: S01H4_S23389 (Fragment)|unclassified	76.5103
UniRef50_UPI00037D0D4E: hypothetical protein	76.4184
UniRef50_UPI00037D0D4E: hypothetical protein|unclassified	76.4184
UniRef50_UPI00047EB723: hypothetical protein	75.3689
UniRef50_UPI00047EB723: hypothetical protein|unclassified	75.3689
UniRef50_UPI000377DAF6: Fis family transcriptional regulator, partial	75.2106
UniRef50_UPI000377DAF6: Fis family transcriptional regulator, partial|unclassified	75.2106
UniRef50_D7AHB1	74.4535
UniRef50_D7AHB1|unclassified	74.4535
UniRef50_R6HA68	74.3663
UniRef50_R6HA68|unclassified	74.3663
UniRef50_K0DEH9	74.2294
UniRef50_K0DEH9|unclassified	74.2294
UniRef50_UPI0003711031: histidine kinase	74.0212
UniRef50_UPI0003711031: histidine kinase|unclassified	74.0212
UniRef50_A0A011PK68: Glutamate synthase [NADPH] small chain	73.8064
UniRef50_A0A011PK68: Glutamate synthase [NADPH] small chain|unclassified	73.8064
UniRef50_A6QBF4	73.7746
UniRef50_A6QBF4|unclassified	73.7746
UniRef50_UPI00016C42B1: (Glutamate--ammonia-ligase) adenylyltransferase	73.739
UniRef50_UPI00016C42B1: (Glutamate--ammonia-ligase) adenylyltransferase|unclassified	73.739
UniRef50_UPI000462BA1F: Nodulation protein W	73.1847
UniRef50_UPI000462BA1F: Nodulation protein W|unclassified	73.1847
UniRef50_R5G472: Putative nitrogen regulatory protein P-II	72.3336
UniRef50_R5G472: Putative nitrogen regulatory protein P-II|unclassified	72.3336
UniRef50_UPI00047C4FEA: response regulator FixJ	72.0326
UniRef50_UPI00047C4FEA: response regulator FixJ|unclassified	72.0326
UniRef50_Q5C0V8: SJCHGC05694 protein (Fragment)	71.8012
UniRef50_Q5C0V8: SJCHGC05694 protein (Fragment)|unclassified	71.8012
UniRef50_UPI0001FFED0C: bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase, partial	70.2384
UniRef50_UPI0001FFED0C: bifunctional glutamine-synthetase adenylyltransferase/deadenyltransferase, partial|unclassified	70.2384
UniRef50_X1IP53: Marine sediment metagenome DNA, contig: S03H2_S19333 (Fragment)	69.4544
UniRef50_X1IP53: Marine sediment metagenome DNA, contig: S03H2_S19333 (Fragment)|unclassified	69.4544
UniRef50_X0U794: Marine sediment metagenome DNA, contig: S01H1_S07801 (Fragment)	68.0847
UniRef50_X0U794: Marine sediment metagenome DNA, contig: S01H1_S07801 (Fragment)|unclassified	68.0847
UniRef50_Q8DIC0: Tll1670 protein	67.5219
UniRef50_Q8DIC0: Tll1670 protein|unclassified	67.5219
UniRef50_UPI00037CE245: hypothetical protein	67.4962
UniRef50_UPI00037CE245: hypothetical protein|unclassified	67.4962
UniRef50_X0YL56: Marine sediment metagenome DNA, contig: S01H1_S38224 (Fragment)	67.4876
UniRef50_X0YL56: Marine sediment metagenome DNA, contig: S01H1_S38224 (Fragment)|unclassified	67.4876
UniRef50_UPI0002E15DF6: hypothetical protein	67.4012
UniRef50_UPI0002E15DF6: hypothetical protein|unclassified	67.4012
UniRef50_UPI0003B39CEE: acetoacetate metabolism regulatory protein AtoC	67.3882
UniRef50_UPI0003B39CEE: acetoacetate metabolism regulatory protein AtoC|unclassified	67.3882
UniRef50_C6NWX0: Nitrogen regulatory protein	67.3651
UniRef50_C6NWX0: Nitrogen regulatory protein|unclassified	67.3651
UniRef50_UPI00025585C4: two component, sigma54 specific, Fis family transcriptional regulator, partial	67.2669
UniRef50_UPI00025585C4: two component, sigma54 specific, Fis family transcriptional regulator, partial|unclassified	67.2669
UniRef50_UPI0003773567: hypothetical protein, partial	67.1075
UniRef50_UPI0003773567: hypothetical protein, partial|unclassified	67.1075
UniRef50_UPI000362E04D: hypothetical protein	66.7661
UniRef50_UPI000362E04D: hypothetical protein|unclassified	66.7661
UniRef50_UPI00029B1577: (glutamate--ammonia-ligase) adenylyltransferase	66.6283
UniRef50_UPI00029B1577: (glutamate--ammonia-ligase) adenylyltransferase|unclassified	66.6283
UniRef50_UPI00035EF26C: hypothetical protein	65.9643
UniRef50_UPI00035EF26C: hypothetical protein|unclassified	65.9643
UniRef50_D9WTP7	65.6549
UniRef50_D9WTP7|unclassified	65.6549
UniRef50_UPI00047268AD: hypothetical protein, partial	65.2314
UniRef50_UPI00047268AD: hypothetical protein, partial|unclassified	65.2314
UniRef50_UPI00046CB35E: hypothetical protein	64.9328
UniRef50_UPI00046CB35E: hypothetical protein|unclassified	64.9328
UniRef50_UPI000479133E: hypothetical protein	64.8658
UniRef50_UPI000479133E: hypothetical protein|unclassified	64.8658
UniRef50_UPI000361B7EE: hypothetical protein	64.3319
UniRef50_UPI000361B7EE: hypothetical protein|unclassified	64.3319
UniRef50_U0FRL2	64.2467
UniRef50_U0FRL2|unclassified	64.2467
UniRef50_UPI0003711DF3: ATPase AAA, partial	64.1967
UniRef50_UPI0003711DF3: ATPase AAA, partial|unclassified	64.1967
UniRef50_UPI0003B5DFFB: ATPase AAA, partial	64.0422
UniRef50_UPI0003B5DFFB: ATPase AAA, partial|unclassified	64.0422
UniRef50_UPI000474FB06: response regulator FixJ, partial	63.7272
UniRef50_UPI000474FB06: response regulator FixJ, partial|unclassified	63.7272
UniRef50_UPI000319F4DA: hypothetical protein	63.2606
UniRef50_UPI000319F4DA: hypothetical protein|unclassified	63.2606
UniRef50_D3S996	63.113
UniRef50_D3S996|unclassified	63.113
UniRef50_W7WPY3	62.8289
UniRef50_W7WPY3|unclassified	62.8289
UniRef50_Q3EYD0: Hypothetical cytosolic protein	62.8051
UniRef50_Q3EYD0: Hypothetical cytosolic protein|unclassified	62.8051
UniRef50_J3XA81	62.7739
UniRef50_J3XA81|unclassified	62.7739
UniRef50_E7V3F7	62.6609
UniRef50_E7V3F7|unclassified	62.6609
UniRef50_R6YQI1	61.5193
UniRef50_R6YQI1|unclassified	61.5193
UniRef50_UPI0003B46B28: chemotaxis protein CheY	61.3403
UniRef50_UPI0003B46B28: chemotaxis protein CheY|unclassified	61.3403
UniRef50_UPI00042654AE: hypothetical protein	61.262
UniRef50_UPI00042654AE: hypothetical protein|unclassified	61.262
UniRef50_W5X5A5	61.1112
UniRef50_W5X5A5|unclassified	61.1112
UniRef50_UPI0004792504: histidine kinase	61.0927
UniRef50_UPI0004792504: histidine kinase|unclassified	61.0927
UniRef50_UPI00047A4107: Fis family transcriptional regulator	61.0427
UniRef50_UPI00047A4107: Fis family transcriptional regulator|unclassified	61.0427
UniRef50_E2SP31	60.8458
UniRef50_E2SP31|unclassified	60.8458
UniRef50_UPI000381F54B: hypothetical protein	60.8183
UniRef50_UPI000381F54B: hypothetical protein|unclassified	60.8183
UniRef50_F4QUN8	60.7947
UniRef50_F4QUN8|unclassified	60.7947
UniRef50_Q93SK4: USC2-5p	60.3528
UniRef50_Q93SK4: USC2-5p|unclassified	60.3528
UniRef50_UPI0003B6B12C: acetoacetate metabolism regulatory protein AtoC	59.5207
UniRef50_UPI0003B6B12C: acetoacetate metabolism regulatory protein AtoC|unclassified	59.5207
UniRef50_C6WMX4	59.4266
UniRef50_C6WMX4|unclassified	59.4266
UniRef50_UPI000369D898: hypothetical protein	59.3606
UniRef50_UPI000369D898: hypothetical protein|unclassified	59.3606
UniRef50_L1L0W3	58.7678
UniRef50_L1L0W3|unclassified	58.7678
UniRef50_UPI0003051CBF: hypothetical protein	58.7276
UniRef50_UPI0003051CBF: hypothetical protein|unclassified	58.7276
UniRef50_R5I6F2	58.5332
UniRef50_R5I6F2|unclassified	58.5332
UniRef50_R5I738	58.3895
UniRef50_R5I738|unclassified	58.3895
UniRef50_UPI0003662F78: LuxR family transcriptional regulator	58.2816
UniRef50_UPI0003662F78: LuxR family transcriptional regulator|unclassified	58.2816
UniRef50_UPI000375B7DE: hypothetical protein	58.0393
UniRef50_UPI000375B7DE: hypothetical protein|unclassified	58.0393
UniRef50_UPI00029A755A: Fis family transcriptionel regulator	56.8422
UniRef50_UPI00029A755A: Fis family transcriptionel regulator|unclassified	56.8422
UniRef50_UPI00046F93AF: hypothetical protein, partial	56.4921
UniRef50_UPI00046F93AF: hypothetical protein, partial|unclassified	56.4921
UniRef50_UPI000366AE32: hypothetical protein	56.4682
UniRef50_UPI000366AE32: hypothetical protein|unclassified	56.4682
UniRef50_X1D465: Marine sediment metagenome DNA, contig: S01H4_S04956 (Fragment)	56.2581
UniRef50_X1D465: Marine sediment metagenome DNA, contig: S01H4_S04956 (Fragment)|unclassified	56.2581
UniRef50_A0A058SSX3	55.9297
UniRef50_A0A058SSX3|unclassified	55.9297
UniRef50_C5KK20: Glutamate synthase, putative (Fragment)	55.087
UniRef50_C5KK20: Glutamate synthase, putative (Fragment)|unclassified	55.087
UniRef50_D7C9C0	55.0565
UniRef50_D7C9C0|unclassified	55.0565
UniRef50_UPI0003FCDF2A: Fis family transcriptional regulator	54.9762
UniRef50_UPI0003FCDF2A: Fis family transcriptional regulator|unclassified	54.9762
UniRef50_W4TFQ5: Glutamate synthase	54.7416
UniRef50_W4TFQ5: Glutamate synthase|unclassified	54.7416
UniRef50_W4VNX5: Diguanylate cyclase/phosphodiesterase	54.7365
UniRef50_W4VNX5: Diguanylate cyclase/phosphodiesterase|unclassified	54.7365
UniRef50_A0A011MUD9	54.4341
UniRef50_A0A011MUD9|unclassified	54.4341
UniRef50_C6LDY1	54.3011
UniRef50_C6LDY1|unclassified	54.3011
UniRef50_F0G677: Fis family GAF modulated sigma54 specific transcriptional regulator (Fragment)	53.9508
UniRef50_F0G677: Fis family GAF modulated sigma54 specific transcriptional regulator (Fragment)|unclassified	53.9508
UniRef50_UPI0003755572: hypothetical protein	53.641
UniRef50_UPI0003755572: hypothetical protein|unclassified	53.641
UniRef50_UPI0003706700: hypothetical protein	52.7952
UniRef50_UPI0003706700: hypothetical protein|unclassified	52.7952
UniRef50_C9YY70	52.6119
UniRef50_C9YY70|unclassified	52.6119
UniRef50_UPI000365DEB1: hypothetical protein	52.4236
UniRef50_UPI000365DEB1: hypothetical protein|unclassified	52.4236
UniRef50_UPI0003B716A5: Fis family transcriptional regulator, partial	52.2972
UniRef50_UPI0003B716A5: Fis family transcriptional regulator, partial|unclassified	52.2972
UniRef50_UPI0002379717: LuxR family transcriptional regulator	52.159
UniRef50_UPI0002379717: LuxR family transcriptional regulator|unclassified	52.159
UniRef50_T1B3U4: Glutamate synthase beta subunit (Fragment)	52.1471
UniRef50_T1B3U4: Glutamate synthase beta subunit (Fragment)|unclassified	52.1471
UniRef50_UPI0003B56582: protein-P-II uridylyltransferase	52.0853
UniRef50_UPI0003B56582: protein-P-II uridylyltransferase|unclassified	52.0853
UniRef50_R6BIC0	50.7378
UniRef50_R6BIC0|unclassified	50.7378
UniRef50_UPI000371A3D0: hypothetical protein, partial	50.5416
UniRef50_UPI000371A3D0: hypothetical protein, partial|unclassified	50.5416
UniRef50_I7ZMA5	49.7235
UniRef50_I7ZMA5|unclassified	49.7235
UniRef50_UPI000364274C: Fis family transcriptional regulator, partial	49.2099
UniRef50_UPI000364274C: Fis family transcriptional regulator, partial|unclassified	49.2099
UniRef50_UPI0003662042: hypothetical protein	49.1097
UniRef50_UPI0003662042: hypothetical protein|unclassified	49.1097
UniRef50_UPI0004764A3B: hypothetical protein, partial	48.4246
UniRef50_UPI0004764A3B: hypothetical protein, partial|unclassified	48.4246
UniRef50_A6FCJ0	48.0287
UniRef50_A6FCJ0|unclassified	48.0287
UniRef50_UPI0003B2F2DC: hypothetical protein, partial	48.0167
UniRef50_UPI0003B2F2DC: hypothetical protein, partial|unclassified	48.0167
UniRef50_W9T9V5	48.0046
UniRef50_W9T9V5|unclassified	48.0046
UniRef50_UPI000382C5DD: hypothetical protein	47.0887
UniRef50_UPI000382C5DD: hypothetical protein|unclassified	47.0887
UniRef50_X1GHL2: Marine sediment metagenome DNA, contig: S03H2_L07962 (Fragment)	46.5091
UniRef50_X1GHL2: Marine sediment metagenome DNA, contig: S03H2_L07962 (Fragment)|unclassified	46.5091
UniRef50_R6EIF6	46.4454
UniRef50_R6EIF6|unclassified	46.4454
UniRef50_UPI0003690C3F: hypothetical protein	45.8613
UniRef50_UPI0003690C3F: hypothetical protein|unclassified	45.8613
UniRef50_B7G026: Predicted protein (Fragment)	45.6777
UniRef50_B7G026: Predicted protein (Fragment)|unclassified	45.6777
UniRef50_UPI0003061DC9: hypothetical protein	45.6156
UniRef50_UPI0003061DC9: hypothetical protein|unclassified	45.6156
UniRef50_X5NVN5: Oxidoreductase (Glutamate synthase related)	45.5955
UniRef50_X5NVN5: Oxidoreductase (Glutamate synthase related)|unclassified	45.5955
UniRef50_E9F687	45.3941
UniRef50_E9F687|unclassified	45.3941
UniRef50_UPI000174444A: protein-P-II uridylyltransferase, putative	45.2182
UniRef50_UPI000174444A: protein-P-II uridylyltransferase, putative|unclassified	45.2182
UniRef50_UPI00016C3F33: nitrogen assimilation regulatory protein	44.9402
UniRef50_UPI00016C3F33: nitrogen assimilation regulatory protein|unclassified	44.9402
UniRef50_X7VI41: FAD-NAD(P)-binding family protein	44.7581
UniRef50_X7VI41: FAD-NAD(P)-binding family protein|unclassified	44.7581
UniRef50_UPI0003629AC1: hypothetical protein	44.6464
UniRef50_UPI0003629AC1: hypothetical protein|unclassified	44.6464
UniRef50_UPI00035DFCB1: hypothetical protein	44.5481
UniRef50_UPI00035DFCB1: hypothetical protein|unclassified	44.5481
UniRef50_UPI000376AE80: hypothetical protein	44.3627
UniRef50_UPI000376AE80: hypothetical protein|unclassified	44.3627
UniRef50_UPI0002882077: UTP-GlnB uridylyltransferase, GlnD, partial	44.2817
UniRef50_UPI0002882077: UTP-GlnB uridylyltransferase, GlnD, partial|unclassified	44.2817
UniRef50_UPI00037752EC: hypothetical protein	43.8369
UniRef50_UPI00037752EC: hypothetical protein|unclassified	43.8369
UniRef50_UPI00046789E3: ATPase AAA, partial	43.823
UniRef50_UPI00046789E3: ATPase AAA, partial|unclassified	43.823
UniRef50_UPI000364CA98: hypothetical protein	43.6814
UniRef50_UPI000364CA98: hypothetical protein|unclassified	43.6814
UniRef50_UPI0004760548: hypothetical protein	43.1025
UniRef50_UPI0004760548: hypothetical protein|unclassified	43.1025
UniRef50_UPI00041630B3: hypothetical protein	43.0154
UniRef50_UPI00041630B3: hypothetical protein|unclassified	43.0154
UniRef50_UPI0002E22152: hypothetical protein	42.9734
UniRef50_UPI0002E22152: hypothetical protein|unclassified	42.9734
UniRef50_UPI00037587E1: hypothetical protein	42.4794
UniRef50_UPI00037587E1: hypothetical protein|unclassified	42.4794
UniRef50_UPI000475368E: Fis family transcriptional regulator	41.8991
UniRef50_UPI000475368E: Fis family transcriptional regulator|unclassified	41.8991
UniRef50_S7YVP0: Glutamate synthase	41.4515
UniRef50_S7YVP0: Glutamate synthase|unclassified	41.4515
UniRef50_K2T9E1	41.0808
UniRef50_K2T9E1|unclassified	41.0808
UniRef50_UPI00046D3094: Fis family transcriptional regulator	41.0561
UniRef50_UPI00046D3094: Fis family transcriptional regulator|unclassified	41.0561
UniRef50_C5C8V8	40.7163
UniRef50_C5C8V8|unclassified	40.7163
UniRef50_UPI00046FCF54: hypothetical protein	40.7105
UniRef50_UPI00046FCF54: hypothetical protein|unclassified	40.7105
UniRef50_F0GL47: Fis family GAF modulated sigma54 specific transcriptional regulator (Fragment)	40.6334
UniRef50_F0GL47: Fis family GAF modulated sigma54 specific transcriptional regulator (Fragment)|unclassified	40.6334
UniRef50_X1MHD1: Marine sediment metagenome DNA, contig: S06H3_S02287 (Fragment)	40.4616
UniRef50_X1MHD1: Marine sediment metagenome DNA, contig: S06H3_S02287 (Fragment)|unclassified	40.4616
UniRef50_UPI0004791A06: pyridine nucleotide-disulfide oxidoreductase	40.4221
UniRef50_UPI0004791A06: pyridine nucleotide-disulfide oxidoreductase|unclassified	40.4221
UniRef50_B1FPT3	40.2298
UniRef50_B1FPT3|unclassified	40.2298
UniRef50_Z2DXU5	39.929
UniRef50_Z2DXU5|unclassified	39.929
